row_label_raw,row_label_full,Thuế và các khoản phải nộp cho Nhà nước (xem thuyết minh số VIII.2),Số cuối năm > 50.127,Số đầu năm > 73.391,numeric__Số cuối năm > 50.127,numeric__Số đầu năm > 73.391
"Phải trả cho cán bộ, công nhân viên","Phải trả cho cán bộ, công nhân viên","Phải trả cho cán bộ, công nhân viên",-,27.184,,27184.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,1.032.271,431.941,1032271.0,431941.0
Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),47.508,9.790,47508.0,9790.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,1.500,3.715,1500.0,3715.0
Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,26.818,18.359,26818.0,18359.0
Phải trả khác,Phải trả khác,Phải trả khác,33.059,16.178,33059.0,16178.0
Cộng,Cộng,Cộng,1.191.283,580.558,1191283.0,580558.0
