row_label_raw,row_label_full,col_0,Số đầu năm > Phải nộp,Số đầu năm > Số phải nộp,Số phát sinh trong năm > Số đã nộp,Số phát sinh trong năm > Phải nộp,Số cuối năm,numeric__Số đầu năm > Phải nộp,numeric__Số đầu năm > Số phải nộp,numeric__Số phát sinh trong năm > Số đã nộp,numeric__Số phát sinh trong năm > Phải nộp,numeric__Số cuối năm
Thuế GTGT,Thuế GTGT,Thuế GTGT,2.403,37.532,(25.920),14.015,,2403.0,37532.0,-25920.0,14015.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,67.701,137.342,(173.428),31.615,,67701.0,137342.0,-173428.0,31615.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,3.287,38.579,(37.369),4.497,,3287.0,38579.0,-37369.0,4497.0,
Cộng,Cộng,Cộng,73.391,213.453,(236.717),50.127,,73391.0,213453.0,-236717.0,50127.0,
