row_label_raw,row_label_full,Số cuối năm,Tổng giá trị hợp đồng (theo tỷ giá hối đoái tại ngày hiệu lực hợp đồng) > Số cuối năm,Tổng giá trị ghi số (theo tỷ giá hối đoái tại ngày cuối năm) > Số cuối năm,numeric__Tổng giá trị hợp đồng (theo tỷ giá hối đoái tại ngày hiệu lực hợp đồng) > Số cuối năm,numeric__Tổng giá trị ghi số (theo tỷ giá hối đoái tại ngày cuối năm) > Số cuối năm
Công cụ tài chính phải sinh tiền tệ (Giao dịch hoán đối tiền tệ),Công cụ tài chính phải sinh tiền tệ (Giao dịch hoán đối tiền tệ),Công cụ tài chính phải sinh tiền tệ (Giao dịch hoán đối tiền tệ),1.692.506,21.876,1692506.0,21876.0
Công cụ tài chính phải sinh tiền tệ (Giao dịch kỳ hạn tiền tệ),Công cụ tài chính phải sinh tiền tệ (Giao dịch kỳ hạn tiền tệ),Công cụ tài chính phải sinh tiền tệ (Giao dịch kỳ hạn tiền tệ),1.388.270,16.831,1388270.0,16831.0
Cộng,Cộng,Cộng,3.080.776,38.707,3080776.0,38707.0
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,
Công cụ tài chính phải sinh tiền tệ (Giao dịch hoán đối tiền tệ),Số đầu năm > Công cụ tài chính phải sinh tiền tệ (Giao dịch hoán đối tiền tệ),Công cụ tài chính phải sinh tiền tệ (Giao dịch hoán đối tiền tệ),5.467.186,6.036,5467186.0,6036.0
Cộng,Số đầu năm > Cộng,Cộng,5.467.186,6.036,5467186.0,6036.0
