row_label_raw,row_label_full,col_0,Dự phòng chung,Dự phòng cụ thể,numeric__Dự phòng chung,numeric__Dự phòng cụ thể
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,
Số đầu năm nay,Năm nay > Số đầu năm nay,Số đầu năm nay,(260.629),(106.187),-260629.0,-106187.0
Dự phòng rủi ro trích lập trong năm,Năm nay > Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,(62.756),(409.637),-62756.0,-409637.0
Sử dụng dự phòng trong năm,Năm nay > Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,-,259.350,,259350.0
Số dư cuối năm nay,Năm nay > Số dư cuối năm nay,Số dư cuối năm nay,(323.385),(256.474),-323385.0,-256474.0
