row_label_raw,row_label_full,Số đầu năm,Năm nay > 9.790,Năm trước > 1.096,numeric__Năm nay > 9.790,numeric__Năm trước > 1.096
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,38.953,8.694,38953.0,8694.0
Chi quỹ,Chi quỹ,Chi quỹ,(1.235),-,-1235.0,
Số cuối năm,Số cuối năm,Số cuối năm,47.508,9.790,47508.0,9790.0
