row_label_raw,row_label_full,col_0,col_1,31/12/2023 > Giá trị,31/12/2023 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,01/01/2023 > Giá trị,01/01/2023 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Số có khả năng trả nợ
a),a),a),Ngắn hạn,542.465.500.502,542.465.500.502,969.517.256.780,1.174.752.210.342,747.700.454.064,747.700.454.064,,542465500502.0,542465500502.0,969517256780.0,1174752210342.0,747700454064.0,747700454064.0
a),a),a),Vay ngắn hạn,319.343.199.146,319.343.199.146,880.963.934.780,711.920.735.634,150.300.000.000,150.300.000.000,,319343199146.0,319343199146.0,880963934780.0,711920735634.0,150300000000.0,150300000000.0
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (1),317.913.199.146,317.913.199.146,746.563.934.780,568.950.735.634,140.300.000.000,140.300.000.000,,317913199146.0,317913199146.0,746563934780.0,568950735634.0,140300000000.0,140300000000.0
a),a),a),Vay các đối tượng khác (2),1.430.000.000,1.430.000.000,134.400.000.000,142.970.000.000,10.000.000.000,10.000.000.000,,1430000000.0,1430000000.0,134400000000.0,142970000000.0,10000000000.0,10000000000.0
a),a),a),Vay dài hạn đến hạn trả,223.122.301.356,223.122.301.356,88.553.322.000,462.831.474.708,597.400.454.064,597.400.454.064,,223122301356.0,223122301356.0,88553322000.0,462831474708.0,597400454064.0,597400454064.0
a),a),a),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (3),203.122.301.356,203.122.301.356,88.553.322.000,342.309.474.708,456.878.454.064,456.878.454.064,,203122301356.0,203122301356.0,88553322000.0,342309474708.0,456878454064.0,456878454064.0
a),a),a),Ngân hàng TMCP Công thương Việt Nam - CN Thành An (4),20.000.000.000,20.000.000.000,-,114.550.000.000,134.550.000.000,134.550.000.000,,20000000000.0,20000000000.0,,114550000000.0,134550000000.0,134550000000.0
a),a),a),Vay cá nhân,-,-,-,5.972.000.000,5.972.000.000,5.972.000.000,,,,,5972000000.0,5972000000.0,5972000000.0
b),b),b),Dài hạn,279.307.304.141,279.307.304.141,261.347.034.217,399.601.979.625,417.562.249.549,417.562.249.549,,279307304141.0,279307304141.0,261347034217.0,399601979625.0,417562249549.0,417562249549.0
b),b),b),Vay dài hạn,279.307.304.141,279.307.304.141,260.856.784.587,179.561.979.625,198.012.499.179,198.012.499.179,,279307304141.0,279307304141.0,260856784587.0,179561979625.0,198012499179.0,198012499179.0
b),b),b),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Thanh Xuân (3),279.307.304.141,279.307.304.141,260.856.784.587,179.561.979.625,198.012.499.179,198.012.499.179,,279307304141.0,279307304141.0,260856784587.0,179561979625.0,198012499179.0,198012499179.0
b),b),b),Trái phiếu phát hành (c),-,-,490.249.630,220.040.000.000,219.549.750.370,219.549.750.370,,,,490249630.0,220040000000.0,219549750370.0,219549750370.0
b),b),b),Cộng,821.772.804.643,821.772.804.643,1.230.864.290.997,1.574.354.189.967,1.165.262.703.613,1.165.262.703.613,,821772804643.0,821772804643.0,1230864290997.0,1574354189967.0,1165262703613.0,1165262703613.0
