row_label_raw,row_label_full,col_0,col_1,31/12/2023VND,01/01/2023VND,numeric__col_1,numeric__31/12/2023VND,numeric__01/01/2023VND
a),a),a),Ngắn hạn,116.511.443.689,42.357.331.116,,116511443689.0,42357331116.0
a),a),a),"Công cụ, dụng cụ đã xuất dùng chờ phân bổ",1.661.604.927,3.941.805.021,,1661604927.0,3941805021.0
a),a),a),Chi phí bảo hiểm chờ phân bổ,186.635.662,232.756.118,,186635662.0,232756118.0
a),a),a),Chi phí môi giới bắt động sản,99.232.465.735,28.711.902.394,,99232465735.0,28711902394.0
a),a),a),Chi phí khác chờ phân bổ,15.430.737.365,9.470.867.583,,15430737365.0,9470867583.0
b),b),b),Dài hạn,55.634.713.877,57.259.046.070,,55634713877.0,57259046070.0
b),b),b),"Công cụ, dụng cụ đã xuất dùng chờ phân bổ",4.455.027.002,6.090.683.486,,4455027002.0,6090683486.0
b),b),b),Chi phí trả trước thuê văn phòng,28.475.177.222,29.317.738.322,,28475177222.0,29317738322.0
b),b),b),Chi phí nhượng quyền thương mại Wyndham Hotel,1.866.400.000,-,,1866400000.0,
b),b),b),Chi phí môi giới bắt động sản chờ phân bổ,3.374.427.792,3.374.427.792,,3374427792.0,3374427792.0
b),b),b),Chi phí khác chờ phân bổ,17.463.681.861,18.476.196.470,,17463681861.0,18476196470.0
b),b),b),Cộng,172.146.157.566,99.616.377.186,,172146157566.0,99616377186.0
