row_label_raw,row_label_full,Công ty CP Tập đoàn Xây dựng Hoà Bình,-,-_1,13.888.806.921,-_2,numeric__-,numeric__-_1,numeric__13.888.806.921,numeric__-_2
Công ty CP Đầu tư xây dựng HAI A,Công ty CP Đầu tư xây dựng HAI A,Công ty CP Đầu tư xây dựng HAI A,21.802.775.512,-,-,-,21802775512.0,,,
Công ty TNHH Xây dựng và Nội thất cao cấp Alliance,Công ty TNHH Xây dựng và Nội thất cao cấp Alliance,Công ty TNHH Xây dựng và Nội thất cao cấp Alliance,12.974.233.559,-,-,-,12974233559.0,,,
Trung tâm Phát triển quỹ đất huyện Mê Linh (*),Trung tâm Phát triển quỹ đất huyện Mê Linh (*),Trung tâm Phát triển quỹ đất huyện Mê Linh (*),121.870.000.000,-,121.670.000.000,-,121870000000.0,,121670000000.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,78.859.347.090,(596.049.172),46.538.411.276,(526.921.320),78859347090.0,-596049172.0,46538411276.0,-526921320.0
Cộng,Cộng,Cộng,242.517.932.011,(596.049.172),189.108.794.047,(526.921.320),242517932011.0,-596049172.0,189108794047.0,-526921320.0
