row_label_raw,row_label_full,col_0,col_1,31/12/2023VND,01/01/2023VND,numeric__col_1,numeric__31/12/2023VND,numeric__01/01/2023VND
a),a),a),Ngắn hạn,3.705.729.392,3.551.318.403,,3705729392.0,3551318403.0
a),a),a),Doanh thu chưa thực hiện hoạt động cho thuê Tháp CEO,3.538.730.797,3.488.352.098,,3538730797.0,3488352098.0
a),a),a),Doanh thu chưa thực hiện hoạt động cho thuê Chung cư Bamboo Garden,163.071.316,62.966.305,,163071316.0,62966305.0
a),a),a),Doanh thu nhận trước phí dịch vụ,3.927.279,-,,3927279.0,
b),b),b),Dài hạn,188.465.910.107,208.891.859.207,,188465910107.0,208891859207.0
b),b),b),Doanh thu chưa thực hiện hoạt động cho thuê Tháp CEO,72.989.092.746,75.306.206.774,,72989092746.0,75306206774.0
b),b),b),Doanh thu tiền học phí nhận trước,1.316.800.000,205.200.000,,1316800000.0,205200000.0
b),b),b),Doanh thu nhận trước phí dịch vụ căn hộ,57.490.956.051,67.221.881.687,,57490956051.0,67221881687.0
b),b),b),Doanh thu nhận trước phí sử dụng tiện ích Dự án Sonasea Villas and Resort,56.669.061.310,66.158.570.746,,56669061310.0,66158570746.0
b),b),b),Cộng,192.171.639.499,212.443.177.610,,192171639499.0,212443177610.0
