row_label_raw,row_label_full,col_0,Số trước điều chỉnh VND,Số điều chỉnh VND,Số sau điều chỉnh VND,numeric__Số trước điều chỉnh VND,numeric__Số điều chỉnh VND,numeric__Số sau điều chỉnh VND
Lợi nhuận kế toán sau thuế TNDN,Lợi nhuận kế toán sau thuế TNDN,Lợi nhuận kế toán sau thuế TNDN,278.907.151.756,-,278.907.151.756,278907151756.0,,278907151756.0
Các khoản điều chỉnh tăng hoặc giảm lợi nhuận kế toán đề xác định lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông:,Các khoản điều chỉnh tăng hoặc giảm lợi nhuận kế toán đề xác định lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông:,Các khoản điều chỉnh tăng hoặc giảm lợi nhuận kế toán đề xác định lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông:,-,(27.164.687.990),(27.164.687.990),,-27164687990.0,-27164687990.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,-,27.164.687.990,27.164.687.990,,27164687990.0,27164687990.0
"+ Số trích quỹ khen thưởng, phúc lợi","+ Số trích quỹ khen thưởng, phúc lợi","+ Số trích quỹ khen thưởng, phúc lợi",-,27.164.687.990,27.164.687.990,,27164687990.0,27164687990.0
Lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,Lợi nhuận hoặc lỗ phân bổ cho cổ đông sở hữu cổ phiếu phổ thông,278.907.151.756,,251.742.463.766,278907151756.0,,251742463766.0
Cổ phiếu phổ thông đang lưu hành bình quân trong năm,Cổ phiếu phổ thông đang lưu hành bình quân trong năm,Cổ phiếu phổ thông đang lưu hành bình quân trong năm,257.339.985,,257.339.985,257339985.0,,257339985.0
Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,Lãi cơ bản trên cổ phiếu,"1.083,81",,"978,25",1083.81,,978.25
