row_label_raw,row_label_full,STT,CHI TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHI TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,,5.860.160,4.136.443,,,5860160.0,4136443.0
02. Chi phí lãi và các chi phí tương tự đã trả,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02. Chi phí lãi và các chi phí tương tự đã trả,02. Chi phí lãi và các chi phí tương tự đã trả,,,(3.519.657),(2.654.625),,,-3519657.0,-2654625.0
03. Thu nhập hoạt động dịch vụ nhận được,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03. Thu nhập hoạt động dịch vụ nhận được,03. Thu nhập hoạt động dịch vụ nhận được,VI.3,,223.213,50.095,,,223213.0,50095.0
"04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","04. Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,,92.010,102.404,,,92010.0,102404.0
05. Thu nhập khác,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05. Thu nhập khác,05. Thu nhập khác,,,(12.420),(2.018),,,-12420.0,-2018.0
"06. Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro","LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06. Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro","06. Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro",VI.6,,32.685,40.666,,,32685.0,40666.0
"07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","07. Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,,(1.059.293),(974.061),,,-1059293.0,-974061.0
08. Tiền thuế thực nộp trong năm,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08. Tiền thuế thực nộp trong năm,08. Tiền thuế thực nộp trong năm,VIII.2,,(177.874),(6.946),,,-177874.0,-6946.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thay đổi về tài sản và vốn lưu động,LUÙ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thay đổi về tài sản và vốn lưu động,,,1.438.824,691.958,,,1438824.0,691958.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,,
09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác,,,-,-,,,,
10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác > 10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,10. (Tăng)/Giảm các khoản về kinh doanh chứng khoán,,,(3.705.880),(2.551.017),,,-3705880.0,-2551017.0
11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác > 11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,11. (Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,,(6.036),853,,,-6036.0,853.0
12. (Tăng)/Giảm các khoản cho vay khách hàng,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác > 12. (Tăng)/Giảm các khoản cho vay khách hàng,12. (Tăng)/Giảm các khoản cho vay khách hàng,,,(3.671.142),(1.236.552),,,-3671142.0,-1236552.0
13. (Giảm)/Tăng nguồn dự phòng để bù đáp tổn thất các khoản,09. (Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác > 13. (Giảm)/Tăng nguồn dự phòng để bù đáp tổn thất các khoản,13. (Giảm)/Tăng nguồn dự phòng để bù đáp tổn thất các khoản,V.6,,(7.984),(425),,,-7984.0,-425.0
