row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Cộng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Cộng
,,,Trên 3 tháng,Đến 3 tháng,Đến 1 tháng,Từ 1 - 3 tháng,Từ 3 - 12 tháng,Từ 1 - 5 năm,Trên 5 năm,Cộng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,1.046.615,-,-,-,-,1.046.615,,,1046615.0,,,,,1046615.0
Tiền gửi tại Ngân hàng Nhà nước,Tài sản > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,-,-,4.755.046,-,-,-,-,4.755.046,,,4755046.0,,,,,4755046.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),-,-,27.827.097,2.045.420,-,-,-,29.872.517,,,27827097.0,2045420.0,,,,29872517.0
Công cụ tài chính phải sinh và các tài sản tài chính khác (*),Tài sản > Công cụ tài chính phải sinh và các tài sản tài chính khác (*),Công cụ tài chính phải sinh và các tài sản tài chính khác (*),-,-,6.036,-,-,-,-,6.036,,,6036.0,,,,,6036.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),726.176,206.181,4.100.238,4.583.948,13.483.129,8.759.677,6.527.990,38.387.339,726176.0,206181.0,4100238.0,4583948.0,13483129.0,8759677.0,6527990.0,38387339.0
Chứng khoán đầu tư (*),Tài sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),-,-,-,150.000,150.000,1.194.307,5.599.309,7.093.616,,,,150000.0,150000.0,1194307.0,5599309.0,7093616.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,500.000,500.000,,,,,,,500000.0,500000.0
Tài sản cố định và bất động sản đầu tư,Tài sản > Tài sản cố định và bất động sản đầu tư,Tài sản cố định và bất động sản đầu tư,-,-,607.663,10,3.582,56.832,733.550,1.401.637,,,607663.0,10.0,3582.0,56832.0,733550.0,1401637.0
Các tài sản có khác (*),Tài sản > Các tài sản có khác (*),Các tài sản có khác (*),54.510,-,655.388,685.002,-,-,-,1.394.900,54510.0,,655388.0,685002.0,,,,1394900.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,780.686,206.181,38.998.083,7.464.380,13.636.711,10.010.816,13.360.849,84.457.706,780686.0,206181.0,38998083.0,7464380.0,13636711.0,10010816.0,13360849.0,84457706.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,23.727.002,2.046.898,33.498,15.000,8.396,25.830.794,,,23727002.0,2046898.0,33498.0,15000.0,8396.0,25830794.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,17.352.007,11.930.375,20.547.527,1.826.319,853,51.657.081,,,17352007.0,11930375.0,20547527.0,1826319.0,853.0,51657081.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,-,300.000,-,-,300.000,,,,,300000.0,,,300000.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,1.611.653,-,-,-,-,1.611.653,,,1611653.0,,,,,1611653.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,42.690.662,13.977.273,20.881.025,1.841.319,9.249,79.399.528,,,42690662.0,13977273.0,20881025.0,1841319.0,9249.0,79399528.0
Chênh lệch thanh khoản ròng,Nợ phải trả > Chênh lệch thanh khoản ròng,Chênh lệch thanh khoản ròng,780.686,206.181,(3.692.579),(6.512.893),(7.244.314),8.169.497,13.351.600,5.058.178,780686.0,206181.0,-3692579.0,-6512893.0,-7244314.0,8169497.0,13351600.0,5058178.0
