row_label_raw,row_label_full,Số đầu năm,Năm nay > 1.096,Năm trước > 10.709,numeric__Năm nay > 1.096,numeric__Năm trước > 10.709
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,8.694,-,8694.0,
Chi quỹ,Chi quỹ,Chi quỹ,-,(9.613),,-9613.0
Số cuối năm,Số cuối năm,Số cuối năm,9.790,1.096,9790.0,1096.0
