row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
"Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",1.046.615,-,755.932,-,1046615.0,,755932.0,
Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,4.755.046,-,3.500.995,-,4755046.0,,3500995.0,
Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,29.872.517,-,11.911.947,-,29872517.0,,11911947.0,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,38.387.339,(366.816),34.716.197,(293.153),38387339.0,-366816.0,34716197.0,-293153.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,7.093.616,(5.956),3.381.781,-,7093616.0,-5956.0,3381781.0,
"Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",-,-,14.521,-,,,14521.0,
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",655.388,-,1.066.409,-,655388.0,,1066409.0,
Các tài sản có khác,Các tài sản có khác,Các tài sản có khác,536.932,(29.304),192.423,(4.125),536932.0,-29304.0,192423.0,-4125.0
Cộng,Cộng,Cộng,82.353.489,(402.076),55.540.205,(297.278),82353489.0,-402076.0,55540205.0,-297278.0
