row_label_raw,row_label_full,col_0,31/12/2023Triệu VND,1/1/2023Triệu VND,numeric__31/12/2023Triệu VND,numeric__1/1/2023Triệu VND
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,4.101.549,7.019.648,4101549.0,7019648.0
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,1.070.978,97.426,1070978.0,97426.0
"Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc và cho vay","Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc và cho vay","Lãi phải thu từ các khoản tiền gửi ngân hàng, đặt cọc và cho vay",36.795,51.707,36795.0,51707.0
Chi hộ phải thu,Chi hộ phải thu,Chi hộ phải thu,34.413,10.677,34413.0,10677.0
Đặt cọc cho mục đích thực hiện hợp đồng,Đặt cọc cho mục đích thực hiện hợp đồng,Đặt cọc cho mục đích thực hiện hợp đồng,16.074,-,16074.0,
Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,22.472,49.766,22472.0,49766.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,721,8.775,721.0,8775.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,65.598,74.337,65598.0,74337.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,5.348.600,7.312.336,5348600.0,7312336.0
Thuế và các khoản khác phải nộp Nhà nước,Thuế và các khoản khác phải nộp Nhà nước,Thuế và các khoản khác phải nộp Nhà nước,1.495.742,832.693,1495742.0,832693.0
Chi phí lãi vay và đi vay phải trả,Chi phí lãi vay và đi vay phải trả,Chi phí lãi vay và đi vay phải trả,90.848,71.365,90848.0,71365.0
Chi hộ phải trả,Chi hộ phải trả,Chi hộ phải trả,1.348,-,1348.0,
Nhận đặt cọc cho hoạt động đầu tư,Nhận đặt cọc cho hoạt động đầu tư,Nhận đặt cọc cho hoạt động đầu tư,300.000,-,300000.0,
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,-,14,,14.0
"Vay, trái phiếu phát hành và nợ thuê tài chính ngắn hạn","Vay, trái phiếu phát hành và nợ thuê tài chính ngắn hạn","Vay, trái phiếu phát hành và nợ thuê tài chính ngắn hạn",1.791.800,1.065.371,1791800.0,1065371.0
Trái phiếu phát hành và nợ thuê tài chính dài hạn,Trái phiếu phát hành và nợ thuê tài chính dài hạn,Trái phiếu phát hành và nợ thuê tài chính dài hạn,2.143.780,2.121.300,2143780.0,2121300.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,71.644,74.255,71644.0,74255.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,5.895.162,4.164.998,5895162.0,4164998.0
