row_label_raw,row_label_full,31/12/2023 > Trong vòng 1 năm > Trong vòng 2 đến 5 năm > Sau 5 năm,Tổng khoản thanh toán tiền thuê tài chính Triệu VND > 21.397 > 93.611 > 435.585,Tiền lãi thuê Triệu VND > 1.510 > 28.179 > 327.948,Nợ gốc Triệu VND > 19.887 > 65.432 > 107.637,numeric__Tổng khoản thanh toán tiền thuê tài chính Triệu VND > 21.397 > 93.611 > 435.585,numeric__Tiền lãi thuê Triệu VND > 1.510 > 28.179 > 327.948,numeric__Nợ gốc Triệu VND > 19.887 > 65.432 > 107.637
,,,550.593,357.637,192.956,550593.0,357637.0,192956.0
1/1/2023,1/1/2023,1/1/2023,Tổng khoản thanh toán tiền thuê tài chính Triệu VND,Tiền lãi thuê Triệu VND,Nợ gốc Triệu VND,,,
Trong vòng 1 năm,1/1/2023 > Trong vòng 1 năm,Trong vòng 1 năm,21.397,1.510,19.887,21397.0,1510.0,19887.0
Trong vòng 2 đến 5 năm,1/1/2023 > Trong vòng 2 đến 5 năm,Trong vòng 2 đến 5 năm,91.471,27.756,63.715,91471.0,27756.0,63715.0
Sau 5 năm,1/1/2023 > Sau 5 năm,Sau 5 năm,459.121,350.376,108.745,459121.0,350376.0,108745.0
,,,571.989,379.642,192.347,571989.0,379642.0,192347.0
