row_label_raw,row_label_full,col_0,Giá trị ghi sổ và số có khả năng trả nợ1/1/2023Triệu VND,Biến động trong nămTăngTriệu VND,GiảmTriệu VND,Giá trị ghi sổ và số có khả năng trả nợ31/12/2023Triệu VND,numeric__Giá trị ghi sổ và số có khả năng trả nợ1/1/2023Triệu VND,numeric__Biến động trong nămTăngTriệu VND,numeric__GiảmTriệu VND,numeric__Giá trị ghi sổ và số có khả năng trả nợ31/12/2023Triệu VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,-,1.771.913,-,1.771.913,,1771913.0,,1771913.0
Trái phiếu đáo hạn trong vòng 12 tháng,Trái phiếu đáo hạn trong vòng 12 tháng,Trái phiếu đáo hạn trong vòng 12 tháng,1.045.484,4.516,(1.050.000),-,1045484.0,4516.0,-1050000.0,
Nợ thuê tài chính đáo hạn trong vòng12 tháng từ bên liên quan(Thuyết minh 26(b)),Nợ thuê tài chính đáo hạn trong vòng12 tháng từ bên liên quan(Thuyết minh 26(b)),Nợ thuê tài chính đáo hạn trong vòng12 tháng từ bên liên quan(Thuyết minh 26(b)),19.887,21.397,(21.397),19.887,19887.0,21397.0,-21397.0,19887.0
,,,1.065.371,1.797.826,(1.071.397),1.791.800,1065371.0,1797826.0,-1071397.0,1791800.0
