row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2023Triệu VND,1/1/2023Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023Triệu VND,numeric__1/1/2023Triệu VND
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310 + 330),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310 + 330),NỘ PHẢI TRẢ (300 = 310 + 330),300,,9.826.878,9.276.398,300.0,,9826878.0,9276398.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,6.244.864,5.819.458,310.0,,6244864.0,5819458.0
Phải trả người bán ngắn hạn,NGUỒN VỐN > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,20,448.115,724.826,311.0,20.0,448115.0,724826.0
Người mua trả tiền trước ngắn hạn,NGUỒN VỐN > Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,21,314.342,1.215.154,312.0,21.0,314342.0,1215154.0
Thuế và các khoản phải nộp Nhà nước,NGUỒN VỐN > Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,22,1.495.742,832.693,313.0,22.0,1495742.0,832693.0
Phải trả người lao động,NGUỒN VỐN > Phải trả người lao động,Phải trả người lao động,314,,279,-,314.0,,279.0,
Chi phí phải trả ngắn hạn,NGUỒN VỐN > Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,23,973.708,726.984,315.0,23.0,973708.0,726984.0
Doanh thu chưa thực hiện ngắn hạn,NGUỒN VỐN > Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,24(a),44.547,83.196,318.0,,44547.0,83196.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,25(a),1.170.222,1.160.973,319.0,,1170222.0,1160973.0
"Vay, trái phiếu phát hànhvà nợ thuê tài chính ngắn hạn","NGUỒN VỐN > Vay, trái phiếu phát hànhvà nợ thuê tài chính ngắn hạn","Vay, trái phiếu phát hànhvà nợ thuê tài chính ngắn hạn",320,26(a),1.791.800,1.065.371,320.0,,1791800.0,1065371.0
Dự phòng phải trả ngắn hạn,NGUỒN VỐN > Dự phòng phải trả ngắn hạn,Dự phòng phải trả ngắn hạn,321,27,3.428,7.365,321.0,27.0,3428.0,7365.0
"Quỹ khen thưởng, phúc lợi","NGUỒN VỐN > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,,2.681,2.896,322.0,,2681.0,2896.0
Nợ dài hạn,NGUỒN VỐN > Nợ dài hạn,Nợ dài hạn,330,,3.582.014,3.456.940,330.0,,3582014.0,3456940.0
Doanh thu chưa thực hiện dài hạn,NGUỒN VỐN > Doanh thu chưa thực hiện dài hạn,Doanh thu chưa thực hiện dài hạn,336,24(b),113.453,124.011,336.0,,113453.0,124011.0
Phải trả dài hạn khác,NGUỒN VỐN > Phải trả dài hạn khác,Phải trả dài hạn khác,337,25(b),1.253.137,1.137.374,337.0,,1253137.0,1137374.0
Trái phiếu phát hànhvà nợ thuê tài chính dài hạn,NGUỒN VỐN > Trái phiếu phát hànhvà nợ thuê tài chính dài hạn,Trái phiếu phát hànhvà nợ thuê tài chính dài hạn,338,26(b),2.143.780,2.121.300,338.0,,2143780.0,2121300.0
Thuế thu nhập hoãn lại phải trả,NGUỒN VỐN > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,18,71.644,74.255,341.0,18.0,71644.0,74255.0
