row_label_raw,row_label_full,col_0,31/12/2023Triệu VND,1/1/2023Triệu VND,numeric__31/12/2023Triệu VND,numeric__1/1/2023Triệu VND
Phải thu từ cho thuê bất động sản và cung cấp dịch vụ liên quan,Phải thu từ cho thuê bất động sản và cung cấp dịch vụ liên quan,Phải thu từ cho thuê bất động sản và cung cấp dịch vụ liên quan,1.239.673,906.945,1239673.0,906945.0
Phải thu từ chuyển nhượng bất động sản,Phải thu từ chuyển nhượng bất động sản,Phải thu từ chuyển nhượng bất động sản,201.968,194.112,201968.0,194112.0
Khác,Khác,Khác,19.076,14.070,19076.0,14070.0
,,,1.460.717,1.115.127,1460717.0,1115127.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
,,,31/12/2023Triệu VND,1/1/2023Triệu VND,,
Các bên liên quan,Các bên liên quan,Các bên liên quan,Các bên liên quan,Các bên liên quan,,
Công ty Cổ phần Vinhomes,Các bên liên quan > Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,178.039,53.084,178039.0,53084.0
Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,Các bên liên quan > Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,75.764,99.762,75764.0,99762.0
Công ty Cổ phần Sản xuất và Kinh doanh VinFast,Các bên liên quan > Công ty Cổ phần Sản xuất và Kinh doanh VinFast,Công ty Cổ phần Sản xuất và Kinh doanh VinFast,432,17.382,432.0,17382.0
Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Các bên liên quan > Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,11,64.553,11.0,64553.0
Các bên liên quan khác,Các bên liên quan > Các bên liên quan khác,Các bên liên quan khác,28.041,13.875,28041.0,13875.0
Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,,
Phải thu từ một khách hàng,Bên khác > Phải thu từ một khách hàng,Phải thu từ một khách hàng,278.514,146.662,278514.0,146662.0
Các khách hàng khác,Bên khác > Các khách hàng khác,Các khách hàng khác,899.916,719.809,899916.0,719809.0
,,,1.460.717,1.115.127,1460717.0,1115127.0
