row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022%/năm,Ngày 31 tháng 12năm 2021%/năm,numeric__Ngày 31 tháng 12năm 2022%/năm,numeric__Ngày 31 tháng 12năm 2021%/năm
Bằng VND,Bằng VND,Bằng VND,"4,80 - 28,70","5,19 - 27,00",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"3,45 - 10,65","1,63 - 5,74",,
