row_label_raw,row_label_full,col_0,Số dư cuối năm VND,Số dư đầu năm VND,numeric__Số dư cuối năm VND,numeric__Số dư đầu năm VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,9.027.615.092,7.572.910.659,9027615092.0,7572910659.0
- Các khoản phải trả nhân viên,- Các khoản phải trả nhân viên,- Các khoản phải trả nhân viên,9.027.615.092,7.572.910.659,9027615092.0,7572910659.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,3.097.572.913.909,1.768.932.985.260,3097572913909.0,1768932985260.0
- Phải trả dịch vụ thanh toán,- Phải trả dịch vụ thanh toán,- Phải trả dịch vụ thanh toán,2.434.773.455.667,1.137.868.826.552,2434773455667.0,1137868826552.0
- Thuế phải trả,- Thuế phải trả,- Thuế phải trả,403.120.884.462,383.893.137.009,403120884462.0,383893137009.0
- Phải trả dịch vụ kiểu hồi,- Phải trả dịch vụ kiểu hồi,- Phải trả dịch vụ kiểu hồi,45.065.141.606,83.391.999.062,45065141606.0,83391999062.0
- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,33.915.089.345,36.204.365.711,33915089345.0,36204365711.0
- Cổ tức phải trả,- Cổ tức phải trả,- Cổ tức phải trả,18.025.379.195,18.033.112.575,18025379195.0,18033112575.0
- Doanh thu chờ phân bổ,- Doanh thu chờ phân bổ,- Doanh thu chờ phân bổ,-,87.900.000,,87900000.0
- Các khoản phải trả khác,- Các khoản phải trả khác,- Các khoản phải trả khác,162.672.963.634,109.453.644.351,162672963634.0,109453644351.0
Quỹ khen thưởng phúc lợi (*),Quỹ khen thưởng phúc lợi (*),Quỹ khen thưởng phúc lợi (*),102.321.241.660,67.015.649.270,102321241660.0,67015649270.0
,,,3.208.921.770.661,1.843.521.545.189,3208921770661.0,1843521545189.0
