row_label_raw,row_label_full,col_0,Thay đổi lãi suất,Ảnh hưởng đến kết quả thu nhập lãi thuần VND,numeric__Thay đổi lãi suất,numeric__Ảnh hưởng đến kết quả thu nhập lãi thuần VND
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,,
VND,Tại ngày 31 tháng 12 năm 2022 > VND,VND,"-0,20%",14.714.159.890,-0.002,14714159890.0
VND,Tại ngày 31 tháng 12 năm 2022 > VND,VND,"0,20%",(14.714.159.890),0.002,-14714159890.0
USD,Tại ngày 31 tháng 12 năm 2022 > USD,USD,"-0,20%",4.670.693.867,-0.002,4670693867.0
USD,Tại ngày 31 tháng 12 năm 2022 > USD,USD,"0,20%",(4.670.693.867),0.002,-4670693867.0
