row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",5.414.610.744,2.515.095.386,5414610744.0,2515095386.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.029.390.267.895,1.579.772.611.415,2029390267895.0,1579772611415.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Chi lương và phụ cấp,Trong đó: > - Chi lương và phụ cấp,- Chi lương và phụ cấp,1.818.807.567.648,1.406.652.271.012,1818807567648.0,1406652271012.0
- Các khoản chi đóng góp theo lương,Trong đó: > - Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,133.346.784.885,113.222.074.001,133346784885.0,113222074001.0
- Chi trợ cấp,Trong đó: > - Chi trợ cấp,- Chi trợ cấp,834.267.462,426.959.674,834267462.0,426959674.0
- Chi khác,Trong đó: > - Chi khác,- Chi khác,76.401.647.900,59.471.306.728,76401647900.0,59471306728.0
Chi về tài sản,Trong đó: > Chi về tài sản,Chi về tài sản,411.228.264.450,373.697.259.288,411228264450.0,373697259288.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Khấu hao và hao mòn tài sản cố định,Trong đó: > - Khấu hao và hao mòn tài sản cố định,- Khấu hao và hao mòn tài sản cố định,98.328.104.804,96.929.814.734,98328104804.0,96929814734.0
- Chi phí tài sản khác,Trong đó: > - Chi phí tài sản khác,- Chi phí tài sản khác,312.900.159.646,276.767.444.554,312900159646.0,276767444554.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,552.377.744.689,371.138.056.150,552377744689.0,371138056150.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",77.090.914.887,70.934.635.791,77090914887.0,70934635791.0
Trích lập/(Hoàn nhập) dự phòng (không tính chi phí dự phòng rủi ro tín dụng; chi phí dự phòng rủi ro chứng khoán),Trong đó: > Trích lập/(Hoàn nhập) dự phòng (không tính chi phí dự phòng rủi ro tín dụng; chi phí dự phòng rủi ro chứng khoán),Trích lập/(Hoàn nhập) dự phòng (không tính chi phí dự phòng rủi ro tín dụng; chi phí dự phòng rủi ro chứng khoán),185.341.154,(666.102.001),185341154.0,-666102001.0
,,,3.075.687.143.819,2.397.391.556.029,3075687143819.0,2397391556029.0
