row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,1.124.566.731.130,868.493.398.150,1124566731130.0,868493398150.0
Dịch vụ đại lý bảo hiểm và phí liên kết bảo hiểm,Dịch vụ đại lý bảo hiểm và phí liên kết bảo hiểm,Dịch vụ đại lý bảo hiểm và phí liên kết bảo hiểm,432.510.995.595,351.749.752.734,432510995595.0,351749752734.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,173.159.179.344,157.194.241.200,173159179344.0,157194241200.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,70.002.670.772,70.098.077.985,70002670772.0,70098077985.0
Dịch vụ bảo quản tài sản,Dịch vụ bảo quản tài sản,Dịch vụ bảo quản tài sản,15.993.194.646,10.615.094.546,15993194646.0,10615094546.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,4.173.112.120,2.493.849.397,4173112120.0,2493849397.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,428.727.578.653,276.342.382.288,428727578653.0,276342382288.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(110.260.212.678),(89.606.004.679),-110260212678.0,-89606004679.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(24.357.686.364),(14.080.774.290),-24357686364.0,-14080774290.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,(11.125.064.090),(10.943.648.218),-11125064090.0,-10943648218.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,(4.087.500.000),(2.043.750.000),-4087500000.0,-2043750000.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,(2.314.195.505),(953.026.694),-2314195505.0,-953026694.0
Chi phí bưu điện về mạng viễn thông,Chi phí bưu điện về mạng viễn thông,Chi phí bưu điện về mạng viễn thông,(937.931.202),(979.259.164),-937931202.0,-979259164.0
Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,,(2.418.750.000),,-2418750000.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(67.437.835.517),(58.186.796.313),-67437835517.0,-58186796313.0
,,,1.014.306.518.452,778.887.393.471,1014306518452.0,778887393471.0
