row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Trong hạn_5,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Trong hạn_5
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,583.159.070.091,583.159.070.091,,,,,,,583159070091.0,583159070091.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,4.800.000.000,-,290.913.962.736,158.183.654.549,613.619.983.133,8.083.817.364.807,3.551.284.528.244,12.702.619.493.469,4800000000.0,,290913962736.0,158183654549.0,613619983133.0,8083817364807.0,3551284528244.0,12702619493469.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,1.597.712.508.661,1.068.940.032.823,28.690.681.853.159,9.666.547.545.108,27.083.969.548.736,40.896.229.373.293,86.635.286.115.827,195.639.366.977.607,1597712508661.0,1068940032823.0,28690681853159.0,9666547545108.0,27083969548736.0,40896229373293.0,86635286115827.0,195639366977607.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Nợ phải trả > Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,-,-,1.288.876.469.848,1.194.457.160.351,111.296.115.407,-,-,2.594.629.745.606,,,1288876469848.0,1194457160351.0,111296115407.0,,,2594629745606.0
Tiền gửi của và vay từ các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ các TCTD khác,Tiền gửi của và vay từ các TCTD khác,-,-,20.172.012.549.190,1.487.882.718.168,888.469.411.417,90.278.179.658,-,22.638.642.858.433,,,20172012549190.0,1487882718168.0,888469411417.0,90278179658.0,,22638642858433.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,33.680.970.646.158,18.412.450.106.418,44.534.796.417.644,5.601.448.051.009,63.394.127,102.229.728.615.356,,,33680970646158.0,18412450106418.0,44534796417644.0,5601448051009.0,63394127.0,102229728615356.0
"Vốn tải trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Nợ phải trả > Vốn tải trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Vốn tải trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",-,-,250.000.000,108.737.043.750,563.507.855.526,2.495.558.143.526,421.347.679,3.168.474.390.481,,,250000000.0,108737043750.0,563507855526.0,2495558143526.0,421347679.0,3168474390481.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,87.737.500.000,2.400.000.000.000,8.100.000.000.000,21.435.000.000.000,-,32.022.737.500.000,,,87737500000.0,2400000000000.0,8100000000000.0,21435000000000.0,,32022737500000.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,618.600.661.118,688.951.442.353,4.037.944.706.831,746.057.453.276,444.907,6.091.554.708.485,,,618600661118.0,688951442353.0,4037944706831.0,746057453276.0,444907.0,6091554708485.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,55.848.447.826.314,24.292.478.471.040,58.236.014.506.825,30.368.341.827.469,485.186.713,168.745.767.818.361,,,55848447826314.0,24292478471040.0,58236014506825.0,30368341827469.0,485186713.0,168745767818361.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,1.597.712.508.661,1.068.940.032.823,(27.157.765.973.155),(14.625.930.925.932),(31.152.044.958.089),10.527.887.545.824,86.634.800.929.114,26.893.599.159.246,1597712508661.0,1068940032823.0,-27157765973155.0,-14625930925932.0,-31152044958089.0,10527887545824.0,86634800929114.0,26893599159246.0
