row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022%/năm,Ngày 31 tháng 12năm 2021%/năm,numeric__Ngày 31 tháng 12năm 2022%/năm,numeric__Ngày 31 tháng 12năm 2021%/năm
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,"0,90 - 1,00","0,01 - 0,20",,
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng VND > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,"0,00","0,00",0.0,0.0
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"1,00 - 11,50","0,20 - 7,80",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng VND > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"0,00","0,00",0.0,0.0
Tiền gửi tiết kiểm không kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND > Tiền gửi tiết kiểm không kỳ hạn bằng VND,Tiền gửi tiết kiểm không kỳ hạn bằng VND,"1,00","0,10",1.0,0.1
Tiền gửi tiết kiểm không kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng VND > Tiền gửi tiết kiểm không kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiểm không kỳ hạn bằng ngoại tệ,"0,00","0,00",0.0,0.0
Tiền gửi tiết kiểm có kỳ hạn bằng VND,Tiền gửi tiết kiểm có kỳ hạn bằng VND,Tiền gửi tiết kiểm có kỳ hạn bằng VND,"0,10 - 11,80","0,20 - 8,15",,
Tiền gửi tiết kiểm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiểm có kỳ hạn bằng VND > Tiền gửi tiết kiểm có kỳ hạn bằng ngoại tệ,Tiền gửi tiết kiểm có kỳ hạn bằng ngoại tệ,"0,00","0,00",0.0,0.0
