row_label_raw,row_label_full,col_0,Dự phòng cụ thể VND,Dự phòng chung VND,Tổng cộng VND,numeric__Dự phòng cụ thể VND,numeric__Dự phòng chung VND,numeric__Tổng cộng VND
Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,Số dư tại ngày 1 tháng 1 năm 2021,309.398.919.090,627.976.329.387,937.375.248.477,309398919090.0,627976329387.0,937375248477.0
Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,884.421.522.160,116.226.893.381,1.000.648.415.541,884421522160.0,116226893381.0,1000648415541.0
Sử dụng dự phòng rủi ro tin dụng trong năm,Sử dụng dự phòng rủi ro tin dụng trong năm,Sử dụng dự phòng rủi ro tin dụng trong năm,(821.923.486.855),-,(821.923.486.855),-821923486855.0,,-821923486855.0
Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,Số dư tại ngày 31 tháng 12 năm 2021,371.896.954.395,744.203.222.768,1.116.100.177.163,371896954395.0,744203222768.0,1116100177163.0
