row_label_raw,row_label_full,Nhận lãi chậm thanh toán,-,163.896.010,numeric__-,numeric__163.896.010
- Công ty CP Hưng Vương,- Công ty CP Hưng Vương,- Công ty CP Hưng Vương,-,163.896.010,,163896010.0
Nhận nợ vay,Nhận nợ vay,Nhận nợ vay,25.000.000.000,100.000.000.000,25000000000.0,100000000000.0
- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,25.000.000.000,100.000.000.000,25000000000.0,100000000000.0
Thanh toán nợ vay,Thanh toán nợ vay,Thanh toán nợ vay,100.000.000.000,-,100000000000.0,
- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,100.000.000.000,-,100000000000.0,
Chi phí đi vay,Chi phí đi vay,Chi phí đi vay,7.866.301.375,1.297.534.247,7866301375.0,1297534247.0
- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,7.866.301.375,1.297.534.247,7866301375.0,1297534247.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,14.339.240.771,15.434.288.715,14339240771.0,15434288715.0
- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,14.339.240.771,15.434.288.715,14339240771.0,15434288715.0
