row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2022 > VND,Năm 2021 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2022 > VND,numeric__Năm 2021 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23,2.601.777.778,3.828.484.848,,23.0,2601777778.0,3828484848.0
02,02,02,2. Các khoản giảm trừ doanh thu,24,150.000.000,607.500.000,,24.0,150000000.0,607500000.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,2.451.777.778,3.220.984.848,,,2451777778.0,3220984848.0
11,11,11,4. Giá vốn hàng bán,25,25.001.814.368,1.962.295.358,,25.0,25001814368.0,1962295358.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,(22.550.036.590),1.258.689.490,,,-22550036590.0,1258689490.0
21,21,21,6. Doanh thu hoạt động tài chính,26,352.493.773.671,334.529.041.755,,26.0,352493773671.0,334529041755.0
22,22,22,7. Chi phí tài chính,27,90.267.815.722,72.464.321.352,,27.0,90267815722.0,72464321352.0
23,23,23,Trong đó: Chi phí lãi vay,,7.866.301.375,1.297.534.247,,,7866301375.0,1297534247.0
25,25,25,8. Chi phí bán hàng,,-,-,,,,
26,25 > 26,26,9. Chi phí quản lý doanh nghiệp,28,72.266.954.910,59.017.426.938,,28.0,72266954910.0,59017426938.0
30,25 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,167.408.966.449,204.305.982.955,,,167408966449.0,204305982955.0
31,25 > 31,31,11. Thu nhập khác,29,60.097.000,1.327.121.236,,29.0,60097000.0,1327121236.0
32,25 > 32,32,12. Chi phí khác,30,743.640.550,61.438.659,,30.0,743640550.0,61438659.0
40,25 > 40,40,13. Lợi nhuận khác,,(683.543.550),1.265.682.577,,,-683543550.0,1265682577.0
50,25 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,166.725.422.899,205.571.665.532,,,166725422899.0,205571665532.0
51,25 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,31,-,-,,31.0,,
60,25 > 60,60,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,,166.725.422.899,205.571.665.532,,,166725422899.0,205571665532.0
