row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2022 > VND,01/01/2022 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2022 > VND,numeric__01/01/2022 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,1.165.441.286.067,817.910.113.619,,,1165441286067.0,817910113619.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,6.883.617.572,64.926.969.749,,3.0,6883617572.0,64926969749.0
111,111,111,1. Tiền,,6.883.617.572,9.926.969.749,,,6883617572.0,9926969749.0
112,112,112,2. Các khoản tương đương tiền,,-,55.000.000.000,,,,55000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,150.000.000.000,-,,4.0,150000000000.0,
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,150.000.000.000,-,,,150000000000.0,
130,130,130,II. Các khoản phải thu ngắn hạn,,507.239.175.640,305.001.358.374,,,507239175640.0,305001358374.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,2.459.816.650,2.777.216.650,,5.0,2459816650.0,2777216650.0
132,132,132,2. Trả trước cho người bán ngắn hạn,06,389.850.084,86.707.824,,6.0,389850084.0,86707824.0
135,135,135,3. Phải thu về cho vay ngắn hạn,07,175.347.102.061,73.688.135.921,,7.0,175347102061.0,73688135921.0
136,136,136,4. Phải thu ngắn hạn khác,08,337.219.569.029,231.977.887.407,,8.0,337219569029.0,231977887407.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(8.177.162.184),(3.528.589.428),,,-8177162184.0,-3528589428.0
140,140,140,III. Hàng tồn kho,10,124.064.711.506,148.232.978.841,,10.0,124064711506.0,148232978841.0
141,141,141,1. Hàng tồn kho,,161.863.937.804,161.762.774.014,,,161863937804.0,161762774014.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(37.799.226.298),(13.529.795.173),,,-37799226298.0,-13529795173.0
150,150,150,IV. Tài sản ngắn hạn khác,,377.253.781.349,299.748.806.655,,,377253781349.0,299748806655.0
151,151,151,1. Chi phí trả trước ngắn hạn,12,43.738.704,62.401.675,,12.0,43738704.0,62401675.0
152,152,152,2. Thuế GTGT được khấu trừ,,12.276.270.771,10.711.757.005,,,12276270771.0,10711757005.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,18,364.933.771.874,288.974.647.975,,18.0,364933771874.0,288974647975.0
200,200,200,B. TÀI SẢN DÀI HẠN,,3.011.020.188.492,3.406.521.013.589,,,3011020188492.0,3406521013589.0
210,210,210,I. Các khoản phải thu dài hạn,,81.372.749.652,423.216.998.008,,,81372749652.0,423216998008.0
211,211,211,1. Phải thu dài hạn của khách hàng,05,60.000.000.000,264.512.681.143,,5.0,60000000000.0,264512681143.0
212,212,212,2. Trả trước cho người bán dài hạn,06,11.453.700.000,11.453.700.000,,6.0,11453700000.0,11453700000.0
215,215,215,3. Phải thu về cho vay dài hạn,07,9.896.049.652,117.243.151.713,,7.0,9896049652.0,117243151713.0
216,216,216,4. Phải thu dài hạn khác,08,23.000.000,30.007.465.152,,8.0,23000000.0,30007465152.0
220,220,220,II. Tài sản cố định,,4.947.536.483,6.020.101.692,,,4947536483.0,6020101692.0
221,221,221,1. Tài sản cố định hữu hình,13,4.760.430.141,5.866.688.498,,13.0,4760430141.0,5866688498.0
222,222,222,- Nguyên giá,,30.981.263.432,30.544.390.869,,,30981263432.0,30544390869.0
223,223,223,- Giá trị hao mòn lũy kế,,(26.220.833.291),(24.677.702.371),,,-26220833291.0,-24677702371.0
227,227,227,2. Tài sản cố định vô hình,14,187.106.342,153.413.194,,14.0,187106342.0,153413194.0
228,228,228,- Nguyên giá,,456.475.237,369.475.237,,,456475237.0,369475237.0
229,229,229,- Giá trị hao mòn lũy kế,,(269.368.895),(216.062.043),,,-269368895.0,-216062043.0
230,230,230,III. Bất động sản đầu tư,15,78.000.000.000,78.000.000.000,,15.0,78000000000.0,78000000000.0
231,231,231,- Nguyên giá,,78.000.000.000,78.000.000.000,,,78000000000.0,78000000000.0
240,240,240,IV. Tài sản dở dang dài hạn,,122.713.591.686,82.844.114.331,,,122713591686.0,82844114331.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,11,122.713.591.686,82.844.114.331,,11.0,122713591686.0,82844114331.0
250,250,250,V. Đầu tư tài chính dài hạn,04,2.602.928.001.660,2.681.874.381.158,,4.0,2602928001660.0,2681874381158.0
251,251,251,1. Đầu tư vào công ty con,,1.983.268.790.753,1.983.268.790.753,,,1983268790753.0,1983268790753.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,1.153.336.427.266,1.153.336.427.266,,,1153336427266.0,1153336427266.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,505.000.000,505.000.000,,,505000000.0,505000000.0
254,254,254,4. Dự phòng giảm giá đầu tư tài chính dài hạn,,(534.182.216.359),(455.235.836.861),,,-534182216359.0,-455235836861.0
260,260,260,VI. Tài sản dài hạn khác,,121.058.309.011,134.565.418.400,,,121058309011.0,134565418400.0
261,261,261,1. Chi phí trả trước dài hạn,12,121.058.309.011,134.565.418.400,,12.0,121058309011.0,134565418400.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.176.461.474.559,4.224.431.127.208,,,4176461474559.0,4224431127208.0
