row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị,31/12/2022 > Số có khả năng trả nợ,01/01/2022 > Giá trị,01/01/2022 > Số có khả năng trả nợ,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Số có khả năng trả nợ,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,401.180.131,401.180.131,304.246.688,304.246.688,401180131.0,401180131.0,304246688.0,304246688.0
- Công ty TNHH MTV Sân Golf Palm Sông Bé,- Công ty TNHH MTV Sân Golf Palm Sông Bé,- Công ty TNHH MTV Sân Golf Palm Sông Bé,162.734.274,162.734.274,65.794.263,65.794.263,162734274.0,162734274.0,65794263.0,65794263.0
- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,37.548.200,37.548.200,23.065.710,23.065.710,37548200.0,37548200.0,23065710.0,23065710.0
- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,15.060.000,15.060.000,19.884.000,19.884.000,15060000.0,15060000.0,19884000.0,19884000.0
- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,185.837.657,185.837.657,195.502.715,195.502.715,185837657.0,185837657.0,195502715.0,195502715.0
Bên khác,Bên khác,Bên khác,536.457.136,536.457.136,481.308.698,481.308.698,536457136.0,536457136.0,481308698.0,481308698.0
- Công Ty TNHH Trường Ngọc,- Công Ty TNHH Trường Ngọc,- Công Ty TNHH Trường Ngọc,276.929.999,276.929.999,-,-,276929999.0,276929999.0,,
- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,259.527.137,259.527.137,481.308.698,481.308.698,259527137.0,259527137.0,481308698.0,481308698.0
,,,937.637.267,937.637.267,785.555.386,785.555.386,937637267.0,937637267.0,785555386.0,785555386.0
