row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị,31/12/2022 > Dự phòng,01/01/2022 > Giá trị,01/01/2022 > Dự phòng,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Dự phòng,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Dự phòng
,,,VND,VND,VND,VND,,,,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,,,,
"- Ký cược, ký quỹ","b.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",23.000.000,-,23.000.000,-,23000000.0,,23000000.0,
- Phải thu tiền lãi cho vay,b.1) Chi tiết theo nội dung > - Phải thu tiền lãi cho vay,- Phải thu tiền lãi cho vay,-,-,29.984.465.152,-,,,29984465152.0,
,,,23.000.000,-,30.007.465.152,-,23000000.0,,30007465152.0,
b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,,,,
Bên liên quan,b.2) Chi tiết theo đối tượng > Bên liên quan,Bên liên quan,-,-,29.984.465.152,-,,,29984465152.0,
- Công ty CP Đầu tư và Phát triển Tân Thành,b.2) Chi tiết theo đối tượng > - Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,-,-,29.984.465.152,-,,,29984465152.0,
Bên khác,b.2) Chi tiết theo đối tượng > Bên khác,Bên khác,23.000.000,-,23.000.000,-,23000000.0,,23000000.0,
- Các đối tượng khác,b.2) Chi tiết theo đối tượng > - Các đối tượng khác,- Các đối tượng khác,23.000.000,-,23.000.000,,23000000.0,,23000000.0,
,,,23.000.000,-,30.007.465.152,-,23000000.0,,30007465152.0,
