row_label_raw,row_label_full,col_0,Mã CK,31/12/2022,31/12/2022_1,31/12/2022_2,01/01/2022,01/01/2022_1,01/01/2022_2,numeric__Mã CK,numeric__31/12/2022,numeric__31/12/2022_1,numeric__31/12/2022_2,numeric__01/01/2022,numeric__01/01/2022_1,numeric__01/01/2022_2
,,,Mã CK,Giá gốc,Dự phòng,Tỷ lệ biểu quyết,Giá gốc,Dự phòng,Tỷ lệ biểu quyết,,,,,,,
,,,,VND,VND,%,VND,VND,%,,,,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,,1.983.268.790.753,(160.869.879.831),,1.983.268.790.753,(84.554.365.772),,,1983268790753.0,-160869879831.0,,1983268790753.0,-84554365772.0,
"- KP Apparel Manufacturing Co., Ltd","- KP Apparel Manufacturing Co., Ltd","- KP Apparel Manufacturing Co., Ltd",,62.138.569.749,-,"100,00%",62.138.569.749,-,"100,00%",,62138569749.0,,1.0,62138569749.0,,1.0
- Công ty TNHH MTV Giấy Vĩnh Phú,- Công ty TNHH MTV Giấy Vĩnh Phú,- Công ty TNHH MTV Giấy Vĩnh Phú,,84.522.691.475,(3.681.660.295),"100,00%",84.522.691.475,-,"100,00%",,84522691475.0,-3681660295.0,1.0,84522691475.0,,1.0
- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,- Công ty CP Thương mại Tổng hợp Thuận An,,17.597.456.293,-,"62,68%",17.597.456.293,-,"62,68%",,17597456293.0,,0.6268,17597456293.0,,0.6268
- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,- Công ty TNHH MTV Quốc tế Protrade,,511.397.354.195,-,"100,00%",511.397.354.195,-,"100,00%",,511397354195.0,,1.0,511397354195.0,,1.0
- Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,- Công ty TNHH Sân Golf Palm Sông Bé,,915.047.144.712,(31.304.194.676),"100,00%",915.047.144.712,(22.546.087.781),"100,00%",,915047144712.0,-31304194676.0,1.0,915047144712.0,-22546087781.0,1.0
- Công ty CP Cao su Dầu Tiếng Việt Lào,- Công ty CP Cao su Dầu Tiếng Việt Lào,- Công ty CP Cao su Dầu Tiếng Việt Lào,,392.565.574.329,(125.884.024.860),"50,50%",392.565.574.329,(62.008.277.991),"50,50%",,392565574329.0,-125884024860.0,0.505,392565574329.0,-62008277991.0,0.505
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,,1.153.336.427.266,(373.312.336.528),,1.153.336.427.266,(370.681.471.089),,,1153336427266.0,-373312336528.0,,1153336427266.0,-370681471089.0,
- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,- Công ty CP Phát triển Phú Mỹ,,238.562.498.304,(177.080.928.222),"35,00%",238.562.498.304,(165.471.296.318),"35,00%",,238562498304.0,-177080928222.0,0.35,238562498304.0,-165471296318.0,0.35
- Công ty TNHH FrieslandCampina Việt Nam,- Công ty TNHH FrieslandCampina Việt Nam,- Công ty TNHH FrieslandCampina Việt Nam,,298.799.188.283,-,"30,00%",298.799.188.283,-,"30,00%",,298799188283.0,,0.3,298799188283.0,,0.3
- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,- Công ty CP Bệnh viện Đa khoa Quốc tế Hạnh Phúc,,243.622.560.000,(117.610.301.817),"24,00%",243.622.560.000,(136.239.978.774),"24,00%",,243622560000.0,-117610301817.0,0.24,243622560000.0,-136239978774.0,0.24
- Công ty CP Hung Vương,- Công ty CP Hung Vương,- Công ty CP Hung Vương,,68.438.780.329,-,"30,90%",68.438.780.329,-,"30,90%",,68438780329.0,,0.309,68438780329.0,,0.309
- Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,- Công ty TNHH YCH-PROTRADE,,26.301.686.013,-,"30,00%",26.301.686.013,-,"30,00%",,26301686013.0,,0.3,26301686013.0,,0.3
- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,- Công ty CP Đầu tư và Phát triển Tân Thành,,156.890.179.774,(78.621.106.489),"30,00%",156.890.179.774,(68.970.195.997),"30,00%",,156890179774.0,-78621106489.0,0.3,156890179774.0,-68970195997.0,0.3
- Công ty CP May mặc Bình Dương,- Công ty CP May mặc Bình Dương,- Công ty CP May mặc Bình Dương,BDG,120.721.534.563,-,"47,71%",120.721.534.563,-,"48,89%",,120721534563.0,,0.4771,120721534563.0,,0.4889
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,,505.000.000,-,,505.000.000,-,,,505000000.0,,,505000000.0,,
- Công ty Cổ phần Cơ khí Vận tải Cao Su Dầu Tiếng,- Công ty Cổ phần Cơ khí Vận tải Cao Su Dầu Tiếng,- Công ty Cổ phần Cơ khí Vận tải Cao Su Dầu Tiếng,,505.000.000,-,"2,10%",505.000.000,-,"2,10%",,505000000.0,,0.021,505000000.0,,0.021
,,,,3.137.110.218.019,(534.182.216.359),,3.137.110.218.019,(455.235.836.861),,,3137110218019.0,-534182216359.0,,3137110218019.0,-455235836861.0,
