row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Dự phòngVND,01/01/2022 > Giá trịVND,01/01/2022 > Dự phòngVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Dự phòngVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Dự phòngVND
a) Ngắn hạnBên khác,a) Ngắn hạnBên khác,a) Ngắn hạnBên khác,a) Ngắn hạnBên khác,a) Ngắn hạnBên khác,a) Ngắn hạnBên khác,a) Ngắn hạnBên khác,,,,
- Cơ Sở Cơ Điện Lạnh 3-2,a) Ngắn hạnBên khác > - Cơ Sở Cơ Điện Lạnh 3-2,- Cơ Sở Cơ Điện Lạnh 3-2,-,-,330.000.000,-,,,330000000.0,
- Các khoản phải thu khách hàng khác,a) Ngắn hạnBên khác > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,2.459.816.650,(1.676.651.652),2.447.216.650,(1.223.608.325),2459816650.0,-1676651652.0,2447216650.0,-1223608325.0
,,,2.459.816.650,(1.676.651.652),2.777.216.650,(1.223.608.325),2459816650.0,-1676651652.0,2777216650.0,-1223608325.0
b) Dài hạnBên liên quan,b) Dài hạnBên liên quan,b) Dài hạnBên liên quan,b) Dài hạnBên liên quan,b) Dài hạnBên liên quan,b) Dài hạnBên liên quan,b) Dài hạnBên liên quan,,,,
- Công ty CP Bất Đông sản U&I\( ^{(1)} \),b) Dài hạnBên liên quan > - Công ty CP Bất Đông sản U&I\( ^{(1)} \),- Công ty CP Bất Đông sản U&I\( ^{(1)} \),-,-,204.512.681.143,-,,,204512681143.0,
,,,-,-,204.512.681.143,-,,,204512681143.0,
Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,,,,
- Công ty CP An Bình\( ^{(2)} \),Bên khác > - Công ty CP An Bình\( ^{(2)} \),- Công ty CP An Bình\( ^{(2)} \),60.000.000.000,-,60.000.000.000,-,60000000000.0,,60000000000.0,
,,,60.000.000.000,-,60.000.000.000,-,60000000000.0,,60000000000.0,
