row_label_raw,row_label_full,col_0,col_1,31/12/2022,01/01/2022,numeric__col_1,numeric__31/12/2022,numeric__01/01/2022
,,,,VND,VND,,,
a),a),a),Ngắn hạn,,,,,
a),a) > a),a),- Công cụ dụng cụ chờ phân bổ,40.769.707,62.401.675,,40769707.0,62401675.0
a),a) > a),a),- Chi phí sửa chữa,2.968.997,-,,2968997.0,
a),a) > a),a),,43.738.704,62.401.675,,43738704.0,62401675.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),- Công cụ dụng cụ chờ phân bổ,503.642.220,304.534.542,,503642220.0,304534542.0
b),b) > b),b),- Chi phí sửa chữa tài sản,6.174.883.430,526.238.337,,6174883430.0,526238337.0
b),b) > b),b),- Chi phí thể hội viên sân golf Phú Mỹ,1.784.723.955,1.837.604.895,,1784723955.0,1837604895.0
b),b) > b),b),- Giá trị lợi thế kinh doanh (*),112.595.059.406,131.897.040.626,,112595059406.0,131897040626.0
b),b) > b),b),,121.058.309.011,134.565.418.400,,121058309011.0,134565418400.0
