row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2022,Tại ngày 31/12/2022,Tại ngày 31/12/2022,Tại ngày 31/12/2022,Tại ngày 31/12/2022,Tại ngày 31/12/2022,Tại ngày 31/12/2022,,,,
Vay và nợ,Tại ngày 31/12/2022 > Vay và nợ,Vay và nợ,25.000.000.000,-,-,25.000.000.000,25000000000.0,,,25000000000.0
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2022 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",533.895.559.508,56.666.666.667,-,590.562.226.175,533895559508.0,56666666667.0,,590562226175.0
Chi phí phải trả,Tại ngày 31/12/2022 > Chi phí phải trả,Chi phí phải trả,125.432.958.852,-,-,125.432.958.852,125432958852.0,,,125432958852.0
,,,684.328.518.360,56.666.666.667,-,740.995.185.027,684328518360.0,56666666667.0,,740995185027.0
Tại ngày 01/01/2022,Tại ngày 01/01/2022,Tại ngày 01/01/2022,Tại ngày 01/01/2022,Tại ngày 01/01/2022,Tại ngày 01/01/2022,Tại ngày 01/01/2022,,,,
Vay và nợ,Tại ngày 01/01/2022 > Vay và nợ,Vay và nợ,100.000.000.000,-,-,100.000.000.000,100000000000.0,,,100000000000.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2022 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",681.511.546.610,57.116.666.667,-,738.628.213.277,681511546610.0,57116666667.0,,738628213277.0
Chi phí phải trả,Tại ngày 01/01/2022 > Chi phí phải trả,Chi phí phải trả,125.432.958.852,-,-,125.432.958.852,125432958852.0,,,125432958852.0
,,,906.944.505.462,57.116.666.667,-,964.061.172.129,906944505462.0,57116666667.0,,964061172129.0
