row_label_raw,row_label_full,col_0,"Nhà cửa, vật kiến trúc","Máy móc, thiết bị","Phương tiện vận tải,truyền dẫn","Thiết bị, dụng cụ quản lý",Cộng,"numeric__Nhà cửa, vật kiến trúc","numeric__Máy móc, thiết bị","numeric__Phương tiện vận tải,truyền dẫn","numeric__Thiết bị, dụng cụ quản lý",numeric__Cộng
,,,VND,VND,VND,VND,VND,,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu kỳ,Nguyên giá > Số dư đầu kỳ,Số dư đầu kỳ,6.495.841.514,10.552.539.350,12.504.439.505,991.570.500,30.544.390.869,6495841514.0,10552539350.0,12504439505.0,991570500.0,30544390869.0
- Mua trong kỳ,Nguyên giá > - Mua trong kỳ,- Mua trong kỳ,-,43.668.200,-,94.051.364,137.719.564,,43668200.0,,94051364.0,137719564.0
- Đầu tư xây dựng cơ bản hoàn thành,Nguyên giá > - Đầu tư xây dựng cơ bản hoàn thành,- Đầu tư xây dựng cơ bản hoàn thành,-,-,-,365.712.999,365.712.999,,,,365712999.0,365712999.0
"- Thanh lý, nhượng bán","Nguyên giá > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,-,(66.560.000),(66.560.000),,,,-66560000.0,-66560000.0
Số dư cuối kỳ,Nguyên giá > Số dư cuối kỳ,Số dư cuối kỳ,6.495.841.514,10.596.207.550,12.504.439.505,1.384.774.863,30.981.263.432,6495841514.0,10596207550.0,12504439505.0,1384774863.0,30981263432.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu kỳ,Giá trị hao mòn lũy kế > Số dư đầu kỳ,Số dư đầu kỳ,4.496.049.570,9.510.207.231,10.358.067.097,313.378.473,24.677.702.371,4496049570.0,9510207231.0,10358067097.0,313378473.0,24677702371.0
- Khấu hao trong kỳ,Giá trị hao mòn lũy kế > - Khấu hao trong kỳ,- Khấu hao trong kỳ,317.465.784,501.273.814,626.657.260,164.294.062,1.609.690.920,317465784.0,501273814.0,626657260.0,164294062.0,1609690920.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,-,-,(66.560.000),(66.560.000),,,,-66560000.0,-66560000.0
Số dư cuối kỳ,Giá trị hao mòn lũy kế > Số dư cuối kỳ,Số dư cuối kỳ,4.813.515.354,10.011.481.045,10.984.724.357,411.112.535,26.220.833.291,4813515354.0,10011481045.0,10984724357.0,411112535.0,26220833291.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày đầu kỳ,Giá trị còn lại > Tại ngày đầu kỳ,Tại ngày đầu kỳ,1.999.791.944,1.042.332.119,2.146.372.408,678.192.027,5.866.688.498,1999791944.0,1042332119.0,2146372408.0,678192027.0,5866688498.0
Tại ngày cuối kỳ,Giá trị còn lại > Tại ngày cuối kỳ,Tại ngày cuối kỳ,1.682.326.160,584.726.505,1.519.715.148,973.662.328,4.760.430.141,1682326160.0,584726505.0,1519715148.0,973662328.0,4760430141.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,
