row_label_raw,row_label_full,col_0,Số phải thuđầu kỳ,Số phải nộp đầu kỳ,Số phải nộp trongkỳ,Số đã thực nộp trongkỳ,Số phải thucuối kỳ,Số phải nộpcuối kỳ,numeric__Số phải thuđầu kỳ,numeric__Số phải nộp đầu kỳ,numeric__Số phải nộp trongkỳ,numeric__Số đã thực nộp trongkỳ,numeric__Số phải thucuối kỳ,numeric__Số phải nộpcuối kỳ
,,,VND,VND,VND,VND,VND,VND,,,,,,
- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,- Thuế thu nhập doanh nghiệp,17.729.895.143,-,-,-,17.729.895.143,-,17729895143.0,,,,17729895143.0,
- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,-,1.278.731.023,1.771.960.686,2.527.608.004,-,523.083.705,,1278731023.0,1771960686.0,2527608004.0,,523083705.0
- Thuế nhà đất và tiền thuê đất,- Thuế nhà đất và tiền thuê đất,- Thuế nhà đất và tiền thuê đất,267.727.149,-,435.172,435.172,267.727.149,-,267727149.0,,435172.0,435172.0,267727149.0,
- Các khoản phải nộp khác (*),- Các khoản phải nộp khác (*),- Các khoản phải nộp khác (*),270.977.025.683,-,294.909,75.959.418.808,346.936.149.582,-,270977025683.0,,294909.0,75959418808.0,346936149582.0,
,,,288.974.647.975,1.278.731.023,1.772.690.767,78.487.461.984,364.933.771.874,523.083.705,288974647975.0,1278731023.0,1772690767.0,78487461984.0,364933771874.0,523083705.0
