row_label_raw,row_label_full,col_0,col_1,01/01/2022 > Giá trị,01/01/2022 > Dự phòng,Trong kỳ > Tăng,Trong kỳ > Giảm,31/12/2022 > Giá trị,31/12/2022 > Dự phòng,numeric__col_1,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Dự phòng,numeric__Trong kỳ > Tăng,numeric__Trong kỳ > Giảm,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Dự phòng
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Ngắn hạn,,,,,,,,,,,,,
a),a),a),Bên liên quan,,,,,,,,,,,,,
a),a) > a),a),- Công ty Cổ phần Đầu tư và Phát triển Tân Thành (1),73.000.000.000,-,107.347.102.061,5.000.000.000,175.347.102.061,-,,73000000000.0,,107347102061.0,5000000000.0,175347102061.0,
a),a) > a),a),- Công ty TNHH YCH-PROTRADE,688.135.921,-,455.117,688.591.038,-,-,,688135921.0,,455117.0,688591038.0,,
a),a) > a),a),,73.688.135.921,-,107.347.557.178,5.688.591.038,175.347.102.061,-,,73688135921.0,,107347557178.0,5688591038.0,175347102061.0,
b),b),b),Dài hạn,,,,,,,,,,,,,
b),b),b),Bên liên quan,,,,,,,,,,,,,
b),b) > b),b),- Công ty Cổ phần Đầu tư và Phát triển Tân Thành (1),107.347.102.061,-,-,107.347.102.061,-,-,,107347102061.0,,,107347102061.0,,
b),b),b),Bên khác,,,,,,,,,,,,,
b),b) > b),b),- Công ty TNHH Du lịch D&M (2),9.896.049.652,-,-,-,9.896.049.652,-,,9896049652.0,,,,9896049652.0,
b),b) > b),b),,117.243.151.713,-,-,107.347.102.061,9.896.049.652,-,,117243151713.0,,,107347102061.0,9896049652.0,
c),c),c),Các khoản cho vay đối với các bên liên quan,,,,,,,,,,,,,
c),c),c),,,Mối quan hệ,31/12/2022,31/12/2022,01/01/2022,01/01/2022,,,,,,,
c),c),c),,,,Gốc,Lãi,Gốc,Lãi,,,,,,,
c),c),c),,,,VND,VND,VND,VND,,,,,,,
c),c) > c),c),- Công ty Cổ phần Đầu tư và Phát triển Tân Thành,,Công ty liên kết,175.347.102.061,57.029.572.232,180.347.102.061,42.814.509.543,,,,175347102061.0,57029572232.0,180347102061.0,42814509543.0
