row_label_raw,row_label_full,col_0,Vay ngắn hạn,VNDVay dài hạn,numeric__Vay ngắn hạn,numeric__VNDVay dài hạn
Số đầu năm,Số đầu năm,Số đầu năm,1.984.151.301.470,2.635.121.466.692,1984151301470.0,2635121466692.0
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,3.197.435.949.182,-,3197435949182.0,
Kết chuyển vay dài hạn đến hạn trả,Kết chuyển vay dài hạn đến hạn trả,Kết chuyển vay dài hạn đến hạn trả,895.475.260.078,(895.475.260.078),895475260078.0,-895475260078.0
Tiền chỉ trả nợ gốc vay,Tiền chỉ trả nợ gốc vay,Tiền chỉ trả nợ gốc vay,(3.956.751.638.747),(20.288.008.866),-3956751638747.0,-20288008866.0
Chênh lệch tỷ giá hối đoái do đánh giá lại số dư cuối năm có gốc ngoại tệ,Chênh lệch tỷ giá hối đoái do đánh giá lại số dư cuối năm có gốc ngoại tệ,Chênh lệch tỷ giá hối đoái do đánh giá lại số dư cuối năm có gốc ngoại tệ,(465.504.375),(353.058.283),-465504375.0,-353058283.0
Số cuối năm,Số cuối năm,Số cuối năm,2.119.845.367.608,1.719.005.139.465,2119845367608.0,1719005139465.0
Số có khả năng trả nợ,Số có khả năng trả nợ,Số có khả năng trả nợ,2.119.845.367.608,1.719.005.139.465,2119845367608.0,1719005139465.0
