row_label_raw,row_label_full,Mã số > 01 > 02 > 03 > 04 > 05 > 06,CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định hữu hình và bất động sản đầu tư và hao mòn tài sản cố định vô hìnhCác khoản dự phòng(hoàn nhập dự phòng)(Lãi) lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,Thuyết minh > 25,Năm nay > 805.842.017.590728.197.202.63011.132.480.546(491.564.360)(14.570.667.632)275.657.706.840,Năm trước > 605.949.416.214719.047.078.991(20.067.004.906)118.624.215.262(30.958.276.429)311.657.116.852,numeric__CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định hữu hình và bất động sản đầu tư và hao mòn tài sản cố định vô hìnhCác khoản dự phòng(hoàn nhập dự phòng)(Lãi) lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,numeric__Thuyết minh > 25,numeric__Năm nay > 805.842.017.590728.197.202.63011.132.480.546(491.564.360)(14.570.667.632)275.657.706.840,numeric__Năm trước > 605.949.416.214719.047.078.991(20.067.004.906)118.624.215.262(30.958.276.429)311.657.116.852
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tồn khoTăng (giảm) các khoản phải trảGiảm (tăng) chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền thu khác từ hoạt độngkinh doanhTiền chi khác cho hoạt độngkinh doanh,14,1.805.767.175.61461.271.740.930174.797.807.747372.299.411.0454.205.001.97056.987.855(284.228.302.929)(138.646.665.725)100.000.000(138.609.529.843),1.704.252.545.984(68.324.925.037)(20.642.627.994)(180.776.878.551)(478.051.780)10.718.499.408(318.730.887.554)(117.287.587.342)15.685.000(76.386.392.526),,14.0,,
09,09,09,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tồn khoTăng (giảm) các khoản phải trảGiảm (tăng) chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền thu khác từ hoạt độngkinh doanhTiền chi khác cho hoạt độngkinh doanh,14,1.805.767.175.61461.271.740.930174.797.807.747372.299.411.0454.205.001.97056.987.855(284.228.302.929)(138.646.665.725)100.000.000(138.609.529.843),1.704.252.545.984(68.324.925.037)(20.642.627.994)(180.776.878.551)(478.051.780)10.718.499.408(318.730.887.554)(117.287.587.342)15.685.000(76.386.392.526),,14.0,,
10,10,10,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tồn khoTăng (giảm) các khoản phải trảGiảm (tăng) chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền thu khác từ hoạt độngkinh doanhTiền chi khác cho hoạt độngkinh doanh,14,1.805.767.175.61461.271.740.930174.797.807.747372.299.411.0454.205.001.97056.987.855(284.228.302.929)(138.646.665.725)100.000.000(138.609.529.843),1.704.252.545.984(68.324.925.037)(20.642.627.994)(180.776.878.551)(478.051.780)10.718.499.408(318.730.887.554)(117.287.587.342)15.685.000(76.386.392.526),,14.0,,
11,11,11,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tồn khoTăng (giảm) các khoản phải trảGiảm (tăng) chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền thu khác từ hoạt độngkinh doanhTiền chi khác cho hoạt độngkinh doanh,14,1.805.767.175.61461.271.740.930174.797.807.747372.299.411.0454.205.001.97056.987.855(284.228.302.929)(138.646.665.725)100.000.000(138.609.529.843),1.704.252.545.984(68.324.925.037)(20.642.627.994)(180.776.878.551)(478.051.780)10.718.499.408(318.730.887.554)(117.287.587.342)15.685.000(76.386.392.526),,14.0,,
12,12,12,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tồn khoTăng (giảm) các khoản phải trảGiảm (tăng) chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền thu khác từ hoạt độngkinh doanhTiền chi khác cho hoạt độngkinh doanh,14,1.805.767.175.61461.271.740.930174.797.807.747372.299.411.0454.205.001.97056.987.855(284.228.302.929)(138.646.665.725)100.000.000(138.609.529.843),1.704.252.545.984(68.324.925.037)(20.642.627.994)(180.776.878.551)(478.051.780)10.718.499.408(318.730.887.554)(117.287.587.342)15.685.000(76.386.392.526),,14.0,,
13,13,13,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tồn khoTăng (giảm) các khoản phải trảGiảm (tăng) chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền thu khác từ hoạt độngkinh doanhTiền chi khác cho hoạt độngkinh doanh,14,1.805.767.175.61461.271.740.930174.797.807.747372.299.411.0454.205.001.97056.987.855(284.228.302.929)(138.646.665.725)100.000.000(138.609.529.843),1.704.252.545.984(68.324.925.037)(20.642.627.994)(180.776.878.551)(478.051.780)10.718.499.408(318.730.887.554)(117.287.587.342)15.685.000(76.386.392.526),,14.0,,
14,14,14,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tồn khoTăng (giảm) các khoản phải trảGiảm (tăng) chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền thu khác từ hoạt độngkinh doanhTiền chi khác cho hoạt độngkinh doanh,14,1.805.767.175.61461.271.740.930174.797.807.747372.299.411.0454.205.001.97056.987.855(284.228.302.929)(138.646.665.725)100.000.000(138.609.529.843),1.704.252.545.984(68.324.925.037)(20.642.627.994)(180.776.878.551)(478.051.780)10.718.499.408(318.730.887.554)(117.287.587.342)15.685.000(76.386.392.526),,14.0,,
15,15,15,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tồn khoTăng (giảm) các khoản phải trảGiảm (tăng) chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền thu khác từ hoạt độngkinh doanhTiền chi khác cho hoạt độngkinh doanh,14,1.805.767.175.61461.271.740.930174.797.807.747372.299.411.0454.205.001.97056.987.855(284.228.302.929)(138.646.665.725)100.000.000(138.609.529.843),1.704.252.545.984(68.324.925.037)(20.642.627.994)(180.776.878.551)(478.051.780)10.718.499.408(318.730.887.554)(117.287.587.342)15.685.000(76.386.392.526),,14.0,,
16,16,16,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tồn khoTăng (giảm) các khoản phải trảGiảm (tăng) chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền thu khác từ hoạt độngkinh doanhTiền chi khác cho hoạt độngkinh doanh,14,1.805.767.175.61461.271.740.930174.797.807.747372.299.411.0454.205.001.97056.987.855(284.228.302.929)(138.646.665.725)100.000.000(138.609.529.843),1.704.252.545.984(68.324.925.037)(20.642.627.994)(180.776.878.551)(478.051.780)10.718.499.408(318.730.887.554)(117.287.587.342)15.685.000(76.386.392.526),,14.0,,
17,17,17,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm (tăng) các khoản phải thuGiảm (tăng) hàng tồn khoTăng (giảm) các khoản phải trảGiảm (tăng) chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền thu khác từ hoạt độngkinh doanhTiền chi khác cho hoạt độngkinh doanh,14,1.805.767.175.61461.271.740.930174.797.807.747372.299.411.0454.205.001.97056.987.855(284.228.302.929)(138.646.665.725)100.000.000(138.609.529.843),1.704.252.545.984(68.324.925.037)(20.642.627.994)(180.776.878.551)(478.051.780)10.718.499.408(318.730.887.554)(117.287.587.342)15.685.000(76.386.392.526),,14.0,,
