row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VND Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VND Năm trước
Công ty Cổ phần Vicem Thạch cao Xi măng,Công ty Cổ phần Vicem Thạch cao Xi măng,Công ty Cổ phần Vicem Thạch cao Xi măng,Bên liên quan,Mua thạch caoThu nhập cổ tức,15.894.941.045420.000.000,34.286.304.019420.000.000,,,1.589494104542e+19,3.428630401942e+19
Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Công ty Cổ phần Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Bên liên quan,Chi phí vận chuyểnCung cấp dịch vụ,8.271.891.98029.843.636,11.923.582.04736.724.544,,,8.271891980298436e+17,1.1923582047367245e+18
Công ty TNHH Một thành viên Xi măng Vicem Tam Điệp,Công ty TNHH Một thành viên Xi măng Vicem Tam Điệp,Công ty TNHH Một thành viên Xi măng Vicem Tam Điệp,Bên liên quan,Phí gia côngBán cát,6.840.800.000205.249.090,-,,,6.84080000020525e+18,
Công ty Cổ phần Bao bì Hà Tiên,Công ty Cổ phần Bao bì Hà Tiên,Công ty Cổ phần Bao bì Hà Tiên,Bên liên quan,Mua nguyên vật liệu,5.642.370.578,8.504.994.539,,,5642370578.0,8504994539.0
Công ty Tư vấn Đầu tư Phát triển Xi măng,Công ty Tư vấn Đầu tư Phát triển Xi măng,Công ty Tư vấn Đầu tư Phát triển Xi măng,Bên liên quan,Phí tư vấn,1.940.532.915,6.387.558.020,,,1940532915.0,6387558020.0
Công ty Cổ phần Vicem Bao bì Bút Sơn,Công ty Cổ phần Vicem Bao bì Bút Sơn,Công ty Cổ phần Vicem Bao bì Bút Sơn,Bên liên quan,Mua võ baoBán cát,1.337.211.130282.696.136,-,,,1.3372111302826962e+18,
Công ty Cổ phần Vicem Vật liệu Xây dựng Đà Nẵng,Công ty Cổ phần Vicem Vật liệu Xây dựng Đà Nẵng,Công ty Cổ phần Vicem Vật liệu Xây dựng Đà Nẵng,Bên liên quan,Mua võ baoChi phí dự án,526.774.320-,9.320.198.428,,,,9320198428.0
Trường Trung cấp Nghề Kỹ thuật Xi măng,Trường Trung cấp Nghề Kỹ thuật Xi măng,Trường Trung cấp Nghề Kỹ thuật Xi măng,Bên liên quan,Phí đào tạo,246.600.000,111.360.000,,,246600000.0,111360000.0
Viện Công nghệ Xi măng Vicem,Viện Công nghệ Xi măng Vicem,Viện Công nghệ Xi măng Vicem,Bên liên quan,Phí đào tạo,184.800.000,283.172.000,,,184800000.0,283172000.0
Công ty Cổ phần Xi măng Vicem Hoàng Mai,Công ty Cổ phần Xi măng Vicem Hoàng Mai,Công ty Cổ phần Xi măng Vicem Hoàng Mai,Bên liên quan,Phí gia côngBán cát,9.192.000.000164.446.500,-,,,9.192000000164446e+18,
Công ty Cổ phần Vicem Vật tư Vận tải Xi măng,Công ty Cổ phần Vicem Vật tư Vận tải Xi măng,Công ty Cổ phần Vicem Vật tư Vận tải Xi măng,Bên liên quan,Mua than,-,543.271.894.781,,,,543271894781.0
