row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,VND,VND,,
Tiền mặt,Tiền mặt,Tiền mặt,1.798.603.950,1.519.452.312,1798603950.0,1519452312.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,210.838.942.074,250.028.814.477,210838942074.0,250028814477.0
Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),Các khoản tương đương tiền (*),3.885.919.490.056,5.438.500.000.000,3885919490056.0,5438500000000.0
,,,4.098.557.036.080,5.690.048.266.789,4098557036080.0,5690048266789.0
