row_label_raw,row_label_full,Trong vòng một năm,Số cuối nămVND > -,Số đầu nămVND > 2.133.324.000,numeric__Số cuối nămVND > -,numeric__Số đầu nămVND > 2.133.324.000
Trong nằm thứ hai,Trong nằm thứ hai,Trong nằm thứ hai,-,2.133.324.000,,2133324000.0
Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,-,228.005.657.667,,228005657667.0
Sau nằm năm,Sau nằm năm,Sau nằm năm,-,-,,
,,,-,232.272.305.667,,232272305667.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phân nợ ngắn hạn),Sau nằm năm > Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phân nợ ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phân nợ ngắn hạn),-,2.133.324.000,,2133324000.0
Số phải trả sau 12 tháng,Sau nằm năm > Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,-,230.138.981.667,,230138981667.0
