row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Doanh thu Ure Phú Mỹ,Doanh thu Ure Phú Mỹ,Doanh thu Ure Phú Mỹ,5.039.139.796.250,6.170.852.658.627,5039139796250.0,6170852658627.0
Doah thu Ure Cà Mau,Doah thu Ure Cà Mau,Doah thu Ure Cà Mau,35.539.830.000,146.403.645.000,35539830000.0,146403645000.0
Doanh thu Amoniac,Doanh thu Amoniac,Doanh thu Amoniac,236.756.051.893,271.418.980.873,236756051893.0,271418980873.0
Doanh thu điện,Doanh thu điện,Doanh thu điện,1.525.152.007,1.608.040.595,1525152007.0,1608040595.0
Doanh thu UFC 85%,Doanh thu UFC 85%,Doanh thu UFC 85%,40.761.398.018,-,40761398018.0,
Doanh thu khác,Doanh thu khác,Doanh thu khác,171.823.532.111,269.574.239.723,171823532111.0,269574239723.0
,,,5.525.545.760.279,6.859.857.564.818,5525545760279.0,6859857564818.0
Chiết khấu thương mại,Chiết khấu thương mại,Chiết khấu thương mại,68.827.816.571,67.581.299.701,68827816571.0,67581299701.0
,,,5.456.717.943.708,6.792.276.265.117,5456717943708.0,6792276265117.0
Doanh thu phát sinh trong năm với các bên liên quan (chi tiết trình bày ở Thuyết minh số 37),Doanh thu phát sinh trong năm với các bên liên quan (chi tiết trình bày ở Thuyết minh số 37),Doanh thu phát sinh trong năm với các bên liên quan (chi tiết trình bày ở Thuyết minh số 37),248.965.021.010,324.142.902.346,248965021010.0,324142902346.0
