row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,1.102.728.784.250,1.151.101.721.979,228.0,,1102728784250.0,1151101721979.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(257.496.005.986),(248.308.945.639),229.0,,-257496005986.0,-248308945639.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,15,281.624.932.537,213.918.863.401,230.0,15.0,281624932537.0,213918863401.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,346.037.256.544,257.503.814.400,231.0,,346037256544.0,257503814400.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(64.412.324.007),(43.584.950.999),232.0,,-64412324007.0,-43584950999.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,1.350.127.867.489,612.341.484.055,240.0,,1350127867489.0,612341484055.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,16,1.350.127.867.489,612.341.484.055,242.0,16.0,1350127867489.0,612341484055.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,6,45.353.584.368,47.372.063.536,250.0,6.0,45353584368.0,47372063536.0
"1. Đầu tư vào công ty liên doanh, liền kết","1. Đầu tư vào công ty liên doanh, liền kết","1. Đầu tư vào công ty liên doanh, liền kết",252,,27.825.815.933,27.205.933.822,252.0,,27825815933.0,27205933822.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,20.502.000.000,20.502.000.000,253.0,,20502000000.0,20502000000.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,(2.974.231.565),(335.870.286),254.0,,-2974231565.0,-335870286.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,163.081.198.352,87.267.914.231,260.0,,163081198352.0,87267914231.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,12,29.294.044.224,23.061.447.048,261.0,12.0,29294044224.0,23061447048.0
2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,262,17,83.066.757.320,64.206.467.183,262.0,17.0,83066757320.0,64206467183.0
"3. Thiết bị, vật tư, phụ tùng thay thể dài hạn","3. Thiết bị, vật tư, phụ tùng thay thể dài hạn","3. Thiết bị, vật tư, phụ tùng thay thể dài hạn",263,11,50.720.396.808,-,263.0,11.0,50720396808.0,
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,9.568.629.520.485,10.919.179.723.247,270.0,,9568629520485.0,10919179723247.0
