row_label_raw,row_label_full,Phải trả người bán là các bên liên quan (chi tiết trình bày tại Thuyết minh số 37),Số cuối năm > Giá trị > 352.089.930.803,Số cuối năm > VND Số có khả năng trả nợ > 352.089.930.803,Số đầu năm > Giá trị > 200.604.081.795,Số đầu năm > VND Số có khả năng trả nợ > 200.604.081.795,numeric__Số cuối năm > Giá trị > 352.089.930.803,numeric__Số cuối năm > VND Số có khả năng trả nợ > 352.089.930.803,numeric__Số đầu năm > Giá trị > 200.604.081.795,numeric__Số đầu năm > VND Số có khả năng trả nợ > 200.604.081.795
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,123.330.308.817,123.330.308.817,160.717.018.498,160.717.018.498,123330308817.0,123330308817.0,160717018498.0,160717018498.0
,,,475.420.239.620,475.420.239.620,361.321.100.293,361.321.100.293,475420239620.0,475420239620.0,361321100293.0,361321100293.0
