row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND","Máy móc,thiết bịVND",Phương tiệnvận tảiVND,Thiết bịvăn phòngVND,KhácVND,Tổng côngVND,"numeric__Nhà cửa,vật kiến trúcVND","numeric__Máy móc,thiết bịVND",numeric__Phương tiệnvận tảiVND,numeric__Thiết bịvăn phòngVND,numeric__KhácVND,numeric__Tổng côngVND
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,,,,
Số đầu năm,NGUYÊN GIÁ > Số đầu năm,Số đầu năm,1.609.275.595.636,5.411.372.326.297,138.483.520.995,157.747.720.721,8.820.195.705,7.325.699.359.354,1609275595636.0,5411372326297.0,138483520995.0,157747720721.0,8820195705.0,7325699359354.0
Mua sắm mới,NGUYÊN GIÁ > Mua sắm mới,Mua sắm mới,1.432.750.000,3.621.791.434,5.983.568.025,7.703.588.932,-,18.741.698.391,1432750000.0,3621791434.0,5983568025.0,7703588932.0,,18741698391.0
Chuyển từ xây dựng cd bản đồ dang,NGUYÊN GIÁ > Chuyển từ xây dựng cd bản đồ dang,Chuyển từ xây dựng cd bản đồ dang,391.370.325.753,-,-,-,-,391.370.325.753,391370325753.0,,,,,391370325753.0
Phân loại sang Bắt động sản đầu tư,NGUYÊN GIÁ > Phân loại sang Bắt động sản đầu tư,Phân loại sang Bắt động sản đầu tư,(39.640.650.000),(1.502.792.144),-,-,-,(41.143.442.144),-39640650000.0,-1502792144.0,,,,-41143442144.0
Giảm do thoái vốn tại Công ty Cổ phầnQuản lý và Phát triển nhà Dầu khí MiềnNam,NGUYÊN GIÁ > Giảm do thoái vốn tại Công ty Cổ phầnQuản lý và Phát triển nhà Dầu khí MiềnNam,Giảm do thoái vốn tại Công ty Cổ phầnQuản lý và Phát triển nhà Dầu khí MiềnNam,-,(9.429.904.799),(61.981.800.732),(1.510.519.439),-,(72.922.224.970),,-9429904799.0,-61981800732.0,-1510519439.0,,-72922224970.0
Số cuối năm,NGUYÊN GIÁ > Số cuối năm,Số cuối năm,1.962.438.021.389,5.404.061.420.788,82.485.288.288,163.940.790.214,8.820.195.705,7.621.745.716.384,1962438021389.0,5404061420788.0,82485288288.0,163940790214.0,8820195705.0,7621745716384.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,,,,
Số đầu năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số đầu năm,Số đầu năm,914.749.518.143,5.269.670.792.705,89.582.405.956,95.387.978.283,5.425.517.844,6.374.816.212.931,914749518143.0,5269670792705.0,89582405956.0,95387978283.0,5425517844.0,6374816212931.0
Trích khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Trích khấu hao trong năm,Trích khấu hao trong năm,107.608.671.128,84.051.760.964,5.798.768.792,28.189.729.145,1.997.912.323,227.646.842.352,107608671128.0,84051760964.0,5798768792.0,28189729145.0,1997912323.0,227646842352.0
Phân loại sang Bắt động sản đầu tư,GIÁ TRỊ HAO MÒN LỦY KẾ > Phân loại sang Bắt động sản đầu tư,Phân loại sang Bắt động sản đầu tư,(9.910.162.498),(193.510.222),-,-,-,(10.103.672.720),-9910162498.0,-193510222.0,,,,-10103672720.0
Giảm do thoái vốn tại Công ty Cổ phầnQuản lý và Phát triển nhà Dầu khí MiềnNam,GIÁ TRỊ HAO MÒN LỦY KẾ > Giảm do thoái vốn tại Công ty Cổ phầnQuản lý và Phát triển nhà Dầu khí MiềnNam,Giảm do thoái vốn tại Công ty Cổ phầnQuản lý và Phát triển nhà Dầu khí MiềnNam,-,(1.938.398.627),(33.018.893.755),(900.732.813),-,(35.858.025.195),,-1938398627.0,-33018893755.0,-900732813.0,,-35858025195.0
Số cuối năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Số cuối năm,Số cuối năm,1.012.448.026.773,5.351.590.644.820,62.362.280.993,122.676.974.615,7.423.430.167,6.556.501.357.368,1012448026773.0,5351590644820.0,62362280993.0,122676974615.0,7423430167.0,6556501357368.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,,,,
Tại ngày đầu năm,GIÁ TRỊ CÒN LẠI > Tại ngày đầu năm,Tại ngày đầu năm,694.526.077.493,141.701.533.592,48.901.115.039,62.359.742.438,3.394.677.861,950.883.146.423,694526077493.0,141701533592.0,48901115039.0,62359742438.0,3394677861.0,950883146423.0
Tại ngày cuối năm,GIÁ TRỊ CÒN LẠI > Tại ngày cuối năm,Tại ngày cuối năm,949.989.994.616,52.470.775.968,20.123.007.295,41.263.815.599,1.396.765.538,1.065.244.359.016,949989994616.0,52470775968.0,20123007295.0,41263815599.0,1396765538.0,1065244359016.0
