row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,,8.013.045.841.689,9.851.635.822.033,,1.0,,8013045841689.0,9851635822033.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,88.258.717.964,86.683.977.560,,2.0,,88258717964.0,86683977560.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,27,7.924.787.123.725,9.764.946.844.473,,10.0,27.0,7924787123725.0,9764946844473.0
4.,4.,4.,Giá vốn hàng bán và cung cấp dịch vụ,11,27,5.528.945.830.113,6.612.423.997.803,,11.0,27.0,5528945830113.0,6612423997803.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,2.395.841.293.612,3.152.522.846.670,,20.0,,2395841293612.0,3152522846670.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,29,234.042.714.790,256.561.206.512,,21.0,29.0,234042714790.0,256561206512.0
7.,7.,7.,Chi phí tài chính,22,30,13.686.412.637,7.070.545.699,,22.0,30.0,13686412637.0,7070545699.0
7.,7.,7.,- Trong đó: Chi phí lãi vay,23,,4.473.655.670,2.568.699.865,,23.0,,4473655670.0,2568699865.0
8.,8.,8.,Phăn lãi/(lỗ) trong công ty liên kết,24,6,3.849.188.452,(198.273.817.160),,24.0,6.0,3849188452.0,-198273817160.0
9.,9.,9.,Chi phí bán hàng,25,31,735.465.012.634,750.985.639.837,,25.0,31.0,735465012634.0,750985639837.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,31,499.365.924.703,597.075.933.211,,26.0,31.0,499365924703.0,597075933211.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,1.385.215.846.880,1.855.678.117.275,,30.0,,1385215846880.0,1855678117275.0
12.,12.,12.,Thu nhập khác,31,,11.186.505.268,25.682.368.809,,31.0,,11186505268.0,25682368809.0
13.,13.,13.,Chi phí khác,32,,3.327.436.657,1.087.535.279,,32.0,,3327436657.0,1087535279.0
14.,14.,14.,Lợi nhuận khác (40=31-32),40,,7.859.068.611,24.594.733.530,,40.0,,7859068611.0,24594733530.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.393.074.915.491,1.880.272.850.805,,50.0,,1393074915491.0,1880272850805.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,32,260.806.442.949,309.160.303.969,,51.0,32.0,260806442949.0,309160303969.0
17.,17.,17.,(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,17,(32.506.272.281),48.651.197.780,,52.0,17.0,-32506272281.0,48651197780.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,1.164.774.744.823,1.522.461.349.056,,60.0,,1164774744823.0,1522461349056.0
18.1.,18.1.,18.1.,Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,1.140.934.981.419,1.488.213.481.717,,61.0,,1140934981419.0,1488213481717.0
18.2.,18.2.,18.2.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,23.839.763.404,34.247.867.339,,62.0,,23839763404.0,34247867339.0
