row_label_raw,row_label_full,Chang Đoàn Văn Nhuộm,Tổng Giám đốc,numeric__Tổng Giám đốc
Bà Trần Thị Phường Thảo,Bà Trần Thị Phường Thảo,Bà Trần Thị Phường Thảo,Phó Tổng Giám đốc (bố nhiệm ngày 29 tháng 4 năm 2016),
Ông Từ Cường,Ông Từ Cường,Ông Từ Cường,Phó Tổng Giám đốc,
Ông Hoàng Việt Dũng,Ông Hoàng Việt Dũng,Ông Hoàng Việt Dũng,Phó Tổng Giám đốc,
Ông Lê Văn Quốc Việt,Ông Lê Văn Quốc Việt,Ông Lê Văn Quốc Việt,Phó Tổng Giám đốc,
Ông Nguyễn Văn Tòng,Ông Nguyễn Văn Tòng,Ông Nguyễn Văn Tòng,Phó Tổng Giám đốc,
Ông Dương Trí Hội,Ông Dương Trí Hội,Ông Dương Trí Hội,Phó Tổng Giám đốc,
Bà Lê Thị Thu Hương,Bà Lê Thị Thu Hương,Bà Lê Thị Thu Hương,Phó Tổng Giám đốc,
Ông Võ Ngọc Phường,Ông Võ Ngọc Phường,Ông Võ Ngọc Phường,Kế toán trưởng (bố nhiệm ngày 29 tháng 4 năm 2016),
Ông Huỳnh Kim Nhân,Ông Huỳnh Kim Nhân,Ông Huỳnh Kim Nhân,Kế toán trưởng (miễn nhiệm ngày 29 tháng 4 năm 2016),
