row_label_raw,row_label_full,"I. Tổng số cán bộ, công nhân viên bình quân trong năm (người)",Năm nay > 22.370,Năm trước > 22.721,numeric__Năm nay > 22.370,numeric__Năm trước > 22.721
"II. Thu nhập của cán bộ, công nhân viên (triệu VND)","II. Thu nhập của cán bộ, công nhân viên (triệu VND)","II. Thu nhập của cán bộ, công nhân viên (triệu VND)","II. Thu nhập của cán bộ, công nhân viên (triệu VND)","II. Thu nhập của cán bộ, công nhân viên (triệu VND)",,
1. Tổng quỹ lương,"II. Thu nhập của cán bộ, công nhân viên (triệu VND) > 1. Tổng quỹ lương",1. Tổng quỹ lương,9.295.153,8.625.210,9295153.0,8625210.0
2. Thu nhập khác,"II. Thu nhập của cán bộ, công nhân viên (triệu VND) > 2. Thu nhập khác",2. Thu nhập khác,179.590,179.893,179590.0,179893.0
3. Tổng thu nhập (1+2),"II. Thu nhập của cán bộ, công nhân viên (triệu VND) > 3. Tổng thu nhập (1+2)",3. Tổng thu nhập (1+2),9.474.743,8.805.103,9474743.0,8805103.0
4. Tiền lương bình quân tháng,"II. Thu nhập của cán bộ, công nhân viên (triệu VND) > 4. Tiền lương bình quân tháng",4. Tiền lương bình quân tháng,"34,63","31,63",34.63,31.63
5. Thu nhập bình quân tháng,"II. Thu nhập của cán bộ, công nhân viên (triệu VND) > 5. Thu nhập bình quân tháng",5. Thu nhập bình quân tháng,"35,30","32,29",35.3,32.29
