row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
,,,Triệu VND,Triệu VND,,
"Các khoản thu, chỉ hộ các tổ chức khác","Các khoản thu, chỉ hộ các tổ chức khác","Các khoản thu, chỉ hộ các tổ chức khác",1.168.538,3.903.170,1168538.0,3903170.0
Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,94.028,84.460,94028.0,84460.0
Thuế TNDN phải trả (Thuyết minh số 23),Thuế TNDN phải trả (Thuyết minh số 23),Thuế TNDN phải trả (Thuyết minh số 23),3.059.788,2.939.383,3059788.0,2939383.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,2.883.986,3.833.813,2883986.0,3833813.0
Phải trả thuế khác,Phải trả thuế khác,Phải trả thuế khác,443.563,435.625,443563.0,435625.0
Thanh toán giữa các tổ chức tín dụng,Thanh toán giữa các tổ chức tín dụng,Thanh toán giữa các tổ chức tín dụng,544.755,805.823,544755.0,805823.0
Chuyến tiền phải trả,Chuyến tiền phải trả,Chuyến tiền phải trả,239.211,142.392,239211.0,142392.0
Phải trả liên quan đến hoạt động tài trợ thương mại,Phải trả liên quan đến hoạt động tài trợ thương mại,Phải trả liên quan đến hoạt động tài trợ thương mại,5.999,6.000,5999.0,6000.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,1.029.556,1.181.848,1029556.0,1181848.0
Phải trả liên quan đến hoạt động bán nợ (*),Phải trả liên quan đến hoạt động bán nợ (*),Phải trả liên quan đến hoạt động bán nợ (*),979.510,64.488,979510.0,64488.0
Phải trả khác,Phải trả khác,Phải trả khác,75.354,68.093,75354.0,68093.0
,,,10.524.288,13.465.095,10524288.0,13465095.0
