row_label_raw,row_label_full,Bên liên quan,Quan hệ,Các giao dịch,Năm nay,Năm trước,numeric__Quan hệ,numeric__Các giao dịch,numeric__Năm nay,numeric__Năm trước
Bên liên quan,Bên liên quan,Bên liên quan,Quan hệ,Các giao dịch,Triệu VND,Triệu VND,,,,
Ngân hàng Nhà nước Việt Nam,Bên liên quan > Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Chủ sở hữu và Cơ quan quản lý trực tiếp,Tăng tiền gửi tại NHNN (Giảm)/Tăng tiền vay NHNN,10.869.948(969.742),6.343.666231.355,,,,6343666231355.0
Ngân hàng Tokyo-Mitsubishi UFJ,Bên liên quan > Ngân hàng Tokyo-Mitsubishi UFJ,Ngân hàng Tokyo-Mitsubishi UFJ,Cổ đông chiến lược,Doanh thu lãi tiền gửi,79,131,,,79.0,131.0
Ngân hàng Tokyo-Mitsubishi UFJ,Bên liên quan > Ngân hàng Tokyo-Mitsubishi UFJ,Ngân hàng Tokyo-Mitsubishi UFJ,Cổ đông chiến lược,Chi phí lãi tiền gửi,2.421,4.919,,,2421.0,4919.0
Ngân hàng Tokyo-Mitsubishi UFJ,Bên liên quan > Ngân hàng Tokyo-Mitsubishi UFJ,Ngân hàng Tokyo-Mitsubishi UFJ,Cổ đông chiến lược,Chi phí lãi tiền vay,184.044,229.011,,,184044.0,229011.0
Ngân hàng TNHH Indovina,Bên liên quan > Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng liên doanh,Doanh thu lãi tiền gửi,23.886,3.278,,,23886.0,3278.0
Ngân hàng TNHH Indovina,Bên liên quan > Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng liên doanh,Chi phí lãi tiền gửi,54,110,,,54.0,110.0
Ngân hàng TNHH Indovina,Bên liên quan > Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng liên doanh,Cổ tức nhận được,359.634,334.211,,,359634.0,334211.0
Các công ty con/Ngân hàng con,Bên liên quan > Các công ty con/Ngân hàng con,Các công ty con/Ngân hàng con,Các công ty con/NGân hàng con,Doanh thu lãi tiền gửi,163.623,88.324,,,163623.0,88324.0
Các công ty con/Ngân hàng con,Bên liên quan > Các công ty con/Ngân hàng con,Các công ty con/Ngân hàng con,Các công ty con/NGân hàng con,Doanh thu lãi tiền vay,11.709,14.362,,,11709.0,14362.0
Các công ty con/Ngân hàng con,Bên liên quan > Các công ty con/Ngân hàng con,Các công ty con/Ngân hàng con,Các công ty con/NGân hàng con,Chi phí lãi tiền gửi,47.063,38.385,,,47063.0,38385.0
Các công ty con/Ngân hàng con,Bên liên quan > Các công ty con/Ngân hàng con,Các công ty con/Ngân hàng con,Các công ty con/NGân hàng con,Lợi nhuận nhận được,192.525,159.028,,,192525.0,159028.0
