row_label_raw,row_label_full,col_0,Số dư đầu năm(Trình bày lại),Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dư cuối năm,numeric__Số dư đầu năm(Trình bày lại),numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dư cuối năm
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế GTGT,Thuế GTGT,Thuế GTGT,253.639,763.886,650.824,366.701,253639.0,763886.0,650824.0,366701.0
Thuế TNDN,Thuế TNDN,Thuế TNDN,2.939.383,4.744.278,4.623.873,3.059.788,2939383.0,4744278.0,4623873.0,3059788.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,181.986,1.065.801,1.170.925,76.862,181986.0,1065801.0,1170925.0,76862.0
,,,3.375.008,6.573.965,6.445.622,3.503.351,3375008.0,6573965.0,6445622.0,3503351.0
