row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH,,,
01.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 01.,01.,Thu nhập lãi và các khoản thu nhập tương tự nhận được,128.756.848,101.180.811,,128756848.0,101180811.0
02.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 02.,02.,Chỉ phí lãi và các chỉ phí tương tự đã trả,(72.374.325),(51.870.231),,-72374325.0,-51870231.0
03.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 03.,03.,Thu nhập từ hoạt động dịch vụ nhận được,5.762.682,4.804.326,,5762682.0,4804326.0
04.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 04.,04.,"Chênh lệch số tiền thực thu/thực chỉ từ hoạt động kinh doanh ngoại tệ, chứng khoản",4.285.168,3.437.428,,4285168.0,3437428.0
05.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 05.,05.,Thu nhập khác,405.969,4.427.962,,405969.0,4427962.0
06.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 06.,06.,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",4.607.782,5.324.932,,4607782.0,5324932.0
07.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 07.,07.,"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",(17.108.267),(16.076.693),,-17108267.0,-16076693.0
08.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 08.,08.,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,(4.623.873),(1.731.025),,-4623873.0,-1731025.0
,,,,49.711.984,49.497.510,,49711984.0,49497510.0
,,,Những thay đối về tài sản hoạt động,(213.016.363),(219.102.598),,-213016363.0,-219102598.0
09.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 09.,09.,(Tăng) các khoản tiền gửi và cho vay các TCTD khác,(9.562.440),(27.552.808),,-9562440.0,-27552808.0
10.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 10.,10.,(Tăng)/giảm các khoản về kinh doanh chứng khoán,(8.082.754),7.014.008,,-8082754.0,7014008.0
11.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 11.,11.,Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,3.077.852,(1.623.062),,3077852.0,-1623062.0
12.,LUU CHUYẾN TIỀN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 12.,12.,(Tăng) các khoản cho vay khách hàng,(196.565.980),(144.113.558),,-196565980.0,-144113558.0
