row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã phân loại lại
Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,8.903.656.426.880,7.952.916.463.492,200.0,,8903656426880.0,7952916463492.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,272.004.000.000,190.504.000.000,210.0,,272004000000.0,190504000000.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,7.2,272.000.000.000,190.500.000.000,215.0,72.0,272000000000.0,190500000000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,4.000.000,4.000.000,216.0,,4000000.0,4000000.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,48.485.035.169,49.149.989.454,220.0,,48485035169.0,49149989454.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,10,19.609.625.364,19.960.556.125,221.0,10.0,19609625364.0,19960556125.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,50.017.001.242,45.036.294.159,222.0,,50017001242.0,45036294159.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(30.407.375.878),(25.075.738.034),223.0,,-30407375878.0,-25075738034.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,11,28.875.409.805,29.189.433.329,227.0,11.0,28875409805.0,29189433329.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,31.110.496.640,31.110.496.640,228.0,,31110496640.0,31110496640.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(2.235.086.835),(1.921.063.311),229.0,,-2235086835.0,-1921063311.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,12,240.923.131.255,222.056.574.478,230.0,12.0,240923131255.0,222056574478.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,291.858.675.266,259.227.056.200,231.0,,291858675266.0,259227056200.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(50.935.544.011),(37.170.481.722),232.0,,-50935544011.0,-37170481722.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,-,3.323.839.159,240.0,,,3323839159.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,13,-,3.323.839.159,242.0,13.0,,3323839159.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,6.2,8.336.643.654.496,7.485.452.203.801,250.0,62.0,8336643654496.0,7485452203801.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,8.534.660.542.633,7.590.768.437.533,251.0,,8534660542633.0,7590768437533.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,252,,5.730.000.000,5.730.000.000,252.0,,5730000000.0,5730000000.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,700.000.000,700.000.000,253.0,,700000000.0,700000000.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(204.446.888.137),(111.746.233.732),254.0,,-204446888137.0,-111746233732.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,5.600.605.960,2.429.856.600,260.0,,5600605960.0,2429856600.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,14,5.600.605.960,2.429.856.600,261.0,14.0,5600605960.0,2429856600.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,9.631.228.863.998,8.370.258.448.691,270.0,,9631228863998.0,8370258448691.0
