row_label_raw,row_label_full,col_0,Chi phí sửa chữa văn phòng VND,Công cụ và dụng cụ VND,Khác VND,Tổng VND,numeric__Chi phí sửa chữa văn phòng VND,numeric__Công cụ và dụng cụ VND,numeric__Khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.071.557.233,1.249.397.852,108.901.515,2.429.856.600,1071557233.0,1249397852.0,108901515.0,2429856600.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,3.538.924.757,3.801.428.505,1.902.036.366,9.242.389.628,3538924757.0,3801428505.0,1902036366.0,9242389628.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,-,-,122.484.546,122.484.546,,,122484546.0,122484546.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(2.022.069.690),(2.531.132.553),(1.640.922.571),(6.194.124.814),-2022069690.0,-2531132553.0,-1640922571.0,-6194124814.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.588.412.300,2.519.693.804,492.499.856,5.600.605.960,2588412300.0,2519693804.0,492499856.0,5600605960.0
