row_label_raw,row_label_full,Ban Giám đốc,Ông Trần Tuấn Dương,Tổng Giám đốc,numeric__Ông Trần Tuấn Dương,numeric__Tổng Giám đốc
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Bà Nguyễn Thị Thảo Nguyên,Phó Tổng Giám đốc,,
Ban Giám đốc,Ban Giám đốc,Ban Giám đốc,Ông Nguyễn Việt Thắng,Phó Tổng Giám đốc,,
