row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2015,Giá trị ghi số Triệu VND > Ngày 31 tháng 12 năm 2015,Dòng tiền theo hợp đồng Triệu VND > Ngày 31 tháng 12 năm 2015,Trong 1 năm Triệu VND > Ngày 31 tháng 12 năm 2015,numeric__Giá trị ghi số Triệu VND > Ngày 31 tháng 12 năm 2015,numeric__Dòng tiền theo hợp đồng Triệu VND > Ngày 31 tháng 12 năm 2015,numeric__Trong 1 năm Triệu VND > Ngày 31 tháng 12 năm 2015
Phải trả người bán và phải trả ngắn hạn khác,Phải trả người bán và phải trả ngắn hạn khác,Phải trả người bán và phải trả ngắn hạn khác,3.462,3.462,3.462,3462.0,3462.0,3462.0
Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,Ngày 1 tháng 1 năm 2015,,,
Phải trả người bán và phải trả ngắn hạn khác,Ngày 1 tháng 1 năm 2015 > Phải trả người bán và phải trả ngắn hạn khác,Phải trả người bán và phải trả ngắn hạn khác,5.622,5.622,5.622,5622.0,5622.0,5622.0
