row_label_raw,row_label_full,col_0,31/12/2015 > Tỷ lệ % sở hữu,31/12/2015 > Tỷ lệ % quyền biểu quyết,31/12/2015 > Giá gốc VND,31/12/2015 > Dự phòng VND,31/12/2015 > Giá trị hợp lý VND,31/12/2015 > Tỷ lệ % sở hữu_1,1/1/2015 > Tỷ lệ % quyền biểu quyết,1/1/2015 > Giá gốc VND,1/1/2015 > Dự phòng VND,numeric__31/12/2015 > Tỷ lệ % sở hữu,numeric__31/12/2015 > Tỷ lệ % quyền biểu quyết,numeric__31/12/2015 > Giá gốc VND,numeric__31/12/2015 > Dự phòng VND,numeric__31/12/2015 > Giá trị hợp lý VND,numeric__31/12/2015 > Tỷ lệ % sở hữu_1,numeric__1/1/2015 > Tỷ lệ % quyền biểu quyết,numeric__1/1/2015 > Giá gốc VND,numeric__1/1/2015 > Dự phòng VND
• Công ty CP Golden Gain Việt Nam,• Công ty con > • Công ty CP Golden Gain Việt Nam,• Công ty CP Golden Gain Việt Nam,"99,94%","99,94%",960.539.226.533,-,"84,95%","84,95%",729.910.437.533,-,,0.9994,0.9994,960539226533.0,,0.8495,0.8495,729910437533.0,,
• Công ty CP Năng lượng Hòa Phát,• Công ty con > • Công ty CP Năng lượng Hòa Phát,• Công ty CP Năng lượng Hòa Phát,"99,89%","99,89%",1.238.350.000.000,-,"99,89%","99,89%",1.238.350.000.000,-,,0.9989,0.9989,1238350000000.0,,0.9989,0.9989,1238350000000.0,,
• Công ty TNHH Một thành viên Thép Hòa Phát,• Công ty con > • Công ty TNHH Một thành viên Thép Hòa Phát,• Công ty TNHH Một thành viên Thép Hòa Phát,"100,00%","100,00%",600.000.000.000,-,100%,100%,600.000.000.000,-,,1.0,1.0,600000000000.0,,1.0,1.0,600000000000.0,,
• Công ty CP Phát triển Chấn nuôi Hòa Phát (trước đây là “Công ty CP Khoáng sản Hòa Phát”) (i),• Công ty con > • Công ty CP Phát triển Chấn nuôi Hòa Phát (trước đây là “Công ty CP Khoáng sản Hòa Phát”) (i),• Công ty CP Phát triển Chấn nuôi Hòa Phát (trước đây là “Công ty CP Khoáng sản Hòa Phát”) (i),"99,80%","99,80%",190.140.000.000,-,"99,80%","99,80%",190.140.000.000,-,,0.998,0.998,190140000000.0,,0.998,0.998,190140000000.0,,
• Công ty TNHH MTV Khoáng sản Nam Giang,• Công ty con > • Công ty TNHH MTV Khoáng sản Nam Giang,• Công ty TNHH MTV Khoáng sản Nam Giang,"100,00%","100,00%",30.000.000.000,-,100%,100%,30.000.000.000,-,,1.0,1.0,30000000000.0,,1.0,1.0,30000000000.0,,
• Công ty TNHH MTV Thức ăn Chấn nuôi Hòa Phát Đồng Nai (ii),• Công ty con > • Công ty TNHH MTV Thức ăn Chấn nuôi Hòa Phát Đồng Nai (ii),• Công ty TNHH MTV Thức ăn Chấn nuôi Hòa Phát Đồng Nai (ii),"100,00%","100,00%",64.843.316.100,-,-,-,-,-,,1.0,1.0,64843316100.0,,,,,,
• Công ty TNHH MTV Thương mại và Sản xuất Thức ăn Chấn nuôi Hòa Phát (ii),• Công ty con > • Công ty TNHH MTV Thương mại và Sản xuất Thức ăn Chấn nuôi Hòa Phát (ii),• Công ty TNHH MTV Thương mại và Sản xuất Thức ăn Chấn nuôi Hòa Phát (ii),"100,00%","100,00%",300.000.000.000,-,-,-,-,-,,1.0,1.0,300000000000.0,,,,,,
• Công ty TNHH Khoáng sản Hòa Phát Mitraco (iii),• Công ty con > • Công ty TNHH Khoáng sản Hòa Phát Mitraco (iii),• Công ty TNHH Khoáng sản Hòa Phát Mitraco (iii),"98,42%","98,42%",98.420.000.000,-,,,,,,0.9842,0.9842,98420000000.0,,,,,,
• Công ty liên kết,• Công ty liên kết,• Công ty liên kết,• Công ty liên kết,• Công ty liên kết,• Công ty liên kết,• Công ty liên kết,• Công ty liên kết,• Công ty liên kết,• Công ty liên kết,• Công ty liên kết,• Công ty liên kết,,,,,,,,,
• Công ty CP Khai khoáng Hòa Phát SSG,• Công ty liên kết > • Công ty CP Khai khoáng Hòa Phát SSG,• Công ty CP Khai khoáng Hòa Phát SSG,38%,38%,5.730.000.000,-,38%,38%,5.730.000.000,-,,0.38,0.38,5730000000.0,,0.38,0.38,5730000000.0,,
• Đơn vị khác,• Đơn vị khác,• Đơn vị khác,• Đơn vị khác,• Đơn vị khác,• Đơn vị khác,• Đơn vị khác,• Đơn vị khác,• Đơn vị khác,• Đơn vị khác,• Đơn vị khác,• Đơn vị khác,,,,,,,,,
• Công ty CP Phát triển Đô thị Bắc Hà Nội,• Đơn vị khác > • Công ty CP Phát triển Đô thị Bắc Hà Nội,• Công ty CP Phát triển Đô thị Bắc Hà Nội,7%,7%,700.000.000,-,7%,7%,700.000.000,-,,0.07,0.07,700000000.0,,0.07,0.07,700000000.0,,
,,,,,8.541.090.542.633,(204.446.888.137) (*),,,7.597.198.437.533,(111.746.233.732) (*),,,,8541090542633.0,,,,7597198437533.0,,
