row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã phân loại lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã phân loại lại
NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,NGUỒN VỐN,,,,
NỘ PHẢI TRẢ (300 = 310),NGUỒN VỐN > NỘ PHẢI TRẢ (300 = 310),NỘ PHẢI TRẢ (300 = 310),300,,210.778.630.594,129.219.019.165,300.0,,210778630594.0,129219019165.0
Nợ ngắn hạn,NGUỒN VỐN > Nợ ngắn hạn,Nợ ngắn hạn,310,,210.778.630.594,129.219.019.165,310.0,,210778630594.0,129219019165.0
Phải trả người bán ngắn hạn,NGUỒN VỐN > Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,,998.098.414,4.008.594.878,311.0,,998098414.0,4008594878.0
Thuế phải nộp Nhà nước,NGUỒN VỐN > Thuế phải nộp Nhà nước,Thuế phải nộp Nhà nước,313,,27.162.332,49.546.584,313.0,,27162332.0,49546584.0
Phải trả người lao động,NGUỒN VỐN > Phải trả người lao động,Phải trả người lao động,314,,868.719.500,1.066.786.500,314.0,,868719500.0,1066786500.0
Phải trả ngắn hạn khác,NGUỒN VỐN > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,,2.464.378.865,1.613.115.400,319.0,,2464378865.0,1613115400.0
"Quỹ khen thưởng, phúc lợi","NGUỒN VỐN > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,15,206.420.271.483,122.480.975.803,322.0,15.0,206420271483.0,122480975803.0
VỐN CHỦ SỞ HỮU (400 = 410),NGUỒN VỐN > VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),400,,9.420.450.233.404,8.241.039.429.526,400.0,,9420450233404.0,8241039429526.0
Vốn chủ sở hữu,NGUỒN VỐN > Vốn chủ sở hữu,Vốn chủ sở hữu,410,16,9.420.450.233.404,8.241.039.429.526,410.0,16.0,9420450233404.0,8241039429526.0
Vốn cổ phần,NGUỒN VỐN > Vốn cổ phần,Vốn cổ phần,411,17,7.329.514.190.000,4.819.081.750.000,411.0,17.0,7329514190000.0,4819081750000.0
- Cổ phiếu phổ thông có quyền biểu quyết,NGUỒN VỐN > - Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,7.329.514.190.000,4.819.081.750.000,,,7329514190000.0,4819081750000.0
Thặng dư vốn cổ phần,NGUỒN VỐN > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,16,674.149.437.068,2.207.350.817.068,412.0,16.0,674149437068.0,2207350817068.0
Cổ phiếu quỹ,NGUỒN VỐN > Cổ phiếu quỹ,Cổ phiếu quỹ,415,16,(638.500.000),-,415.0,16.0,-638500000.0,
Quỹ đầu tư phát triển,NGUỒN VỐN > Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,16,300.416.193.231,210.868.755.750,418.0,16.0,300416193231.0,210868755750.0
Lợi nhuận sau thuế chưa phân phối,NGUỒN VỐN > Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,16,1.117.008.913.105,1.003.738.106.708,421.0,16.0,1117008913105.0,1003738106708.0
- LNST chưa phân phối đến cuối kỳ trước,NGUỒN VỐN > - LNST chưa phân phối đến cuối kỳ trước,- LNST chưa phân phối đến cuối kỳ trước,421a,,(546.592.403.704),(48.294.258.421),,,-546592403704.0,-48294258421.0
- LNST chưa phân phối kỳ này,NGUỒN VỐN > - LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,1.663.601.316.809,1.052.032.365.129,,,1663601316809.0,1052032365129.0
TỔNG NGUỒN VỐN(440 = 300 + 400),NGUỒN VỐN > TỔNG NGUỒN VỐN(440 = 300 + 400),TỔNG NGUỒN VỐN(440 = 300 + 400),440,,9.631.228.863.998,8.370.258.448.691,440.0,,9631228863998.0,8370258448691.0
