row_label_raw,row_label_full,col_0,Giá trị ghi số > 31/12/2015Triệu VND,Giá trị ghi số > 1/1/2015Triệu VND,numeric__Giá trị ghi số > 31/12/2015Triệu VND,numeric__Giá trị ghi số > 1/1/2015Triệu VND
Các công cụ tài chính chịu hưởng lãi suất cố định,Các công cụ tài chính chịu hưởng lãi suất cố định,Các công cụ tài chính chịu hưởng lãi suất cố định,,,,
Tài sản tài chính,Các công cụ tài chính chịu hưởng lãi suất cố định > Tài sản tài chính,Tài sản tài chính,984.800,553.228,984800.0,553228.0
