row_label_raw,row_label_full,col_0,1/1/2015VND,Bù trừ với số thuế phải nộp trong năm VND,31/12/2015VND,numeric__1/1/2015VND,numeric__Bù trừ với số thuế phải nộp trong năm VND,numeric__31/12/2015VND
Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại/khẩu trừ,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại/khẩu trừ,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại/khẩu trừ,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại/khẩu trừ,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại/khẩu trừ,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại/khẩu trừ,,,
Thuế thu nhập doanh nghiệp,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại/khẩu trừ > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.025.256.080,(2.492.111.243),1.533.144.837,4025256080.0,-2492111243.0,1533144837.0
Thuế giá trị gia tăng,Các khoản thuế đã nộp cho Nhà nước sẽ được hoàn lại/khẩu trừ > Thuế giá trị gia tăng,Thuế giá trị gia tăng,11.369.174,-,11.369.174,11369174.0,,11369174.0
,,,4.036.625.254,(2.492.111.243),1.544.514.011,4036625254.0,-2492111243.0,1544514011.0
