row_label_raw,row_label_full,NỘI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,1,1.0
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,2 - 3,
BÀNG CÂN ĐỐI KẾ TOÁN,BÀNG CÂN ĐỐI KẾ TOÁN,BÀNG CÂN ĐỐI KẾ TOÁN,4 - 5,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÀNG CÂN ĐỐI KẾ TOÁN > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,6,6.0
BÁO CÁO LUÙ CHUYỄN TIỀN TỆ,BÀNG CÂN ĐỐI KẾ TOÁN > BÁO CÁO LUÙ CHUYỄN TIỀN TỆ,BÁO CÁO LUÙ CHUYỄN TIỀN TỆ,7,7.0
THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,8 - 25,
THÔNG TIN BỔ SUNG,THÔNG TIN BỔ SUNG,THÔNG TIN BỔ SUNG,26 - 29,
